n_features,accuracy,f1_macro,f1_micro,precision,recall,silhouette,nmi,ari,param_latent_dim,param_hidden_dim,param_fusion_hidden_dim,param_lr_pre,param_lr_fine,param_dropout_rate,param_dropout_encoder,param_weight_decay,param_noise_level,param_noise_type,param_focal_gamma,param_focal_alpha_scale,param_use_class_weights,param_max_rel_gap_pre,param_max_rel_gap_fine,param_overfit_patience,param_no_improve_patience,param_ntxent_temperature,param_ntxent_weight
1500,0.7658536585365854,0.6987481348704259,0.7658536585365854,0.7130654761904761,0.7242150831624515,0.07760381996631623,0.430344590638488,0.3096798726702687,96,128,48,0.00022933289132855982,0.0003686620649716366,0.032464727234371965,0.3115588094967352,4.789386091123479e-06,0.025809868909701772,gaussian,2.0675360652002346,0.7187553289844184,True,0.94361605841638,0.3782527594947808,10,42,0.9034973120107564,3.591735419457209
