k,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_micro_mean,f1_micro_std,precision_mean,precision_std,recall_mean,recall_std,c_index_mean,c_index_std
12,0.8048780487804879,0.06360197468490386,0.7155836934641282,0.09493106682844983,0.8048780487804879,0.06360197468490386,0.7305848399966047,0.11251507796110287,0.7254141034404193,0.08810441536818132,-1,0
