accuracy,f1_macro,f1_micro,precision,recall,silhouette,nmi,ari,n_features
0.7365853658536585,0.5978853995640846,0.7365853658536585,0.5900974025974026,0.6236392116655275,0.07685630172491073,0.45847889461498126,0.3593088813531094,1200
