n_features,best_trial_number,f1_macro,f1_micro,accuracy,precision,recall,silhouette,nmi,ari
2000,43,0.6867452110781072,0.7902439024390244,0.7902439024390244,0.7050642230576442,0.6947123490544543,0.19319995641708373,0.5678030059325637,0.49672226169655687
