latent_dim,hidden_dim,dropout_encoder,dropout_rate,lr_fine,weight_decay,noise_level,focal_gamma,alpha_scale
32,128,0.23269860856000385,0.41453024325279964,0.00086337557519539,0.0004341069258651662,0.0668153186186441,1.7401231935140207,1.5494811111935625
