accuracy,f1_macro,f1_micro,precision,recall,silhouette,nmi,ari,n_features
0.7707317073170732,0.7030810184691931,0.7707317073170732,0.7030059523809524,0.7321064023695601,0.09382275193929672,0.4786283085099304,0.4406708298612359,1500
