fold,latent_dim,hidden_dim,fusion_hidden_dim,lr_pre,lr_fine,dropout_rate,dropout_encoder,weight_decay,noise_level,noise_type,focal_gamma,focal_alpha_scale,use_class_weights,max_rel_gap_pre,max_rel_gap_fine,overfit_patience,no_improve_patience,ntxent_temperature,ntxent_weight
1,64,64,64,0.0002146758585108322,0.00011360532119650048,0.11015537480141437,0.22590162867072883,1.9336124732004638e-05,0.2184491078143125,uniform,4.050282882242696,1.8214490747770962,False,0.33104531983955027,0.29846272422979525,10,46,0.2989172299699971,7.766899511244319
2,64,64,64,0.0002146758585108322,0.00011360532119650048,0.11015537480141437,0.22590162867072883,1.9336124732004638e-05,0.2184491078143125,uniform,4.050282882242696,1.8214490747770962,False,0.33104531983955027,0.29846272422979525,10,46,0.2989172299699971,7.766899511244319
3,64,64,64,0.0002146758585108322,0.00011360532119650048,0.11015537480141437,0.22590162867072883,1.9336124732004638e-05,0.2184491078143125,uniform,4.050282882242696,1.8214490747770962,False,0.33104531983955027,0.29846272422979525,10,46,0.2989172299699971,7.766899511244319
4,64,64,64,0.0002146758585108322,0.00011360532119650048,0.11015537480141437,0.22590162867072883,1.9336124732004638e-05,0.2184491078143125,uniform,4.050282882242696,1.8214490747770962,False,0.33104531983955027,0.29846272422979525,10,46,0.2989172299699971,7.766899511244319
5,64,64,64,0.0002146758585108322,0.00011360532119650048,0.11015537480141437,0.22590162867072883,1.9336124732004638e-05,0.2184491078143125,uniform,4.050282882242696,1.8214490747770962,False,0.33104531983955027,0.29846272422979525,10,46,0.2989172299699971,7.766899511244319
