accuracy,f1_macro,f1_micro,precision,recall,n_features
0.7268292682926829,0.6242904191084115,0.7268292682926829,0.6423348538286618,0.6296889952153111,1500
0.702439024390244,0.6085432740112038,0.702439024390244,0.623942384370016,0.6096730462519936,2000
0.7121951219512196,0.5950123075123075,0.7121951219512196,0.6114070980189401,0.6034318751424015,2500
0.6829268292682926,0.5706374240584766,0.6829268292682926,0.5848150052561818,0.572670881749829,3000
0.7317073170731707,0.6195900931427246,0.7317073170731707,0.648113401261621,0.6197972203235361,4000
0.6536585365853659,0.5404830161351899,0.6536585365853659,0.5521283577533578,0.5432262474367737,5000
