,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Label,Split
TCGA-DX-A6Z2-01A,0.23751636,-0.24694343,0.21123384,0.18353009,-0.36094698,0.10695585,0.35264722,-0.12783603,0.7147948,0.45557666,0.16702525,-0.25295419,-0.34900114,0.4652316,-0.34799972,1,train
TCGA-DX-A7EI-01A,-0.97587043,-0.21920873,-0.2485558,0.075952984,0.27301398,-0.22369911,0.23970376,0.7033269,-0.29345796,0.16682236,-0.189318,0.5202645,0.03127503,0.0129470965,-0.5088873,0,train
TCGA-K1-A3PN-02A,0.19371487,-0.36569154,0.23300038,-0.19076164,-0.27156875,0.30401835,-0.20417133,0.08986401,0.58657587,0.6649348,0.37098783,0.31573194,-0.59229493,-0.39585415,-0.32545978,1,train
TCGA-K1-A3PN-01A,0.06226725,-0.011489452,-0.01830368,-0.09951795,-0.42064816,-0.05304122,-0.17199026,0.12315491,0.75924647,0.49399763,0.4105481,0.4797364,-0.57360643,-0.22026081,-0.6909244,1,train
TCGA-SG-A6Z4-01A,0.43670616,-0.25877067,-0.32149047,0.64248466,0.14401431,0.07163613,0.013766489,0.42378423,-0.9642586,-0.65665394,-0.1787035,0.2930048,0.08721348,-0.37488595,0.41235563,2,train
TCGA-DX-A8BN-01A,0.036476612,0.13667606,0.2585728,0.7241714,-0.061180346,-0.7809064,-0.0051252404,0.4384498,-0.51869136,-0.28755856,-0.29108977,-0.030377733,0.08341279,-0.12414254,0.20208335,2,train
TCGA-DX-A1KY-01A,-0.15714249,0.08017806,0.8879307,-0.80428874,0.36236808,0.52752924,0.16377918,-0.007555712,-0.67362726,0.23457466,-0.1649936,0.4776746,0.76584923,-0.20541623,-0.13566431,0,train
TCGA-KD-A5QU-01A,0.45058832,1.1855687,0.11808009,0.3375383,0.98997134,1.173255,0.24804747,-1.0079973,0.7330905,0.46965653,-0.38490024,0.07715163,-0.4495396,-0.5904509,-0.060775913,1,train
TCGA-JV-A5VF-01A,-0.4148676,-0.07576141,0.25617048,0.040942997,0.37594333,0.029931262,-0.56079876,0.21048178,-0.32647792,-0.29094365,0.11697372,0.42927003,-0.00062304374,-0.73848736,0.44131374,1,train
TCGA-DX-A1L3-01A,-0.12328991,-0.020197598,0.40136075,0.040071543,0.08888712,-0.6512919,0.11348952,-0.19482411,0.2866412,0.13792348,-0.096922114,-0.19268797,-0.047041938,0.28855538,0.44529644,0,train
TCGA-DX-A2IZ-01A,-0.47690913,-0.2875928,-0.04329643,-0.98594904,0.1237217,0.08391133,0.01384931,-0.09534168,0.07390832,-0.18215637,-0.17459121,0.48292747,0.41016147,-0.36306462,-0.23940115,0,train
TCGA-MB-A5YA-01A,0.61371124,-0.4235159,-0.0010543219,-0.22819367,-0.57262325,-0.018321576,0.071853444,-0.5844414,-0.10458219,0.4886671,-0.025064789,-0.22017914,-0.14471586,0.0852268,-0.19056663,1,train
TCGA-X2-A95T-01A,-0.29076338,0.18529771,-0.85243446,0.28660846,0.010068261,-0.32693896,-0.25754896,-0.74430376,0.46617237,-0.12333417,-0.30946177,-0.1934252,-0.46247816,-0.9262888,-0.8656255,1,train
TCGA-DX-A3M1-01A,0.15756972,0.05729045,-0.0614116,0.19212721,0.26228768,-0.13815704,-0.26646718,0.6524458,-0.51322794,-0.2516199,-0.30622134,0.68066627,0.49292162,0.23008335,-0.07789334,0,train
TCGA-MJ-A68H-01A,-0.4770732,0.030810656,0.4714778,-0.31799257,-0.16046259,0.035856154,0.4113683,0.45291367,-0.49674222,0.28633475,0.61645895,0.029146826,-0.19219369,-0.29164302,-0.3994979,1,train
TCGA-K1-A3PO-01A,-0.012775508,0.037369672,-0.56626445,0.051757254,0.24288191,-0.30108908,0.06673831,-0.023046827,-0.07267182,-0.30332866,0.0019139976,-0.35162,0.1381452,0.38005883,-0.2952326,1,train
TCGA-FX-A3NJ-01A,0.66339153,-0.5482251,-0.34876078,0.25796852,0.026690453,-0.15043998,-0.0034278685,-0.34566054,0.004100645,0.29285398,-0.08821128,-0.4022105,-0.03965766,0.032861322,-0.7063047,1,train
TCGA-3B-A9HX-01A,-0.33184284,0.5003961,-0.5371722,0.54065686,0.06557167,0.097205944,-0.3066842,0.8418257,0.22977833,0.09040677,0.290834,0.3010222,-0.3263311,0.07777215,-0.2304103,1,train
TCGA-QC-A6FX-01A,0.26356706,0.22300799,-0.09051171,-0.0013589418,0.16244784,0.37058243,-0.49210417,-0.6672012,-0.3764068,0.26528633,0.30681816,-0.2585738,0.19736063,0.49612522,0.8636172,2,train
TCGA-DX-AB2F-01A,0.042498346,-0.12493406,0.568802,0.08953674,0.16634122,-0.5839279,-0.22643442,0.11875775,-0.20283777,-0.35031524,-0.66132754,0.09354915,0.1471788,0.17678186,-0.13090456,0,train
TCGA-PC-A5DN-01A,-0.59859735,-0.2522276,0.15922484,0.051801857,0.2932009,-0.14363928,0.17276129,0.02101933,0.11922737,0.042311516,-0.028707383,0.32583505,0.14372994,0.11932774,-0.33977443,1,train
TCGA-K1-A6RV-01A,0.26059902,0.3452289,-0.21530783,0.44305938,-0.14523381,-0.24116069,0.15797631,0.1687649,-0.9062759,-0.3717956,0.3766694,0.115628056,0.21008803,-0.24026036,0.86756825,1,train
TCGA-DX-A6B8-01A,0.4686594,-0.11902703,-0.22925493,0.5070503,-0.24270597,0.48870468,-0.12229784,-1.0381513,-0.23748665,-0.52723044,0.14814758,0.13158852,0.3630988,-0.46429628,0.95624536,1,train
TCGA-DX-A48U-01A,1.0719112,-0.26981273,0.1321533,-0.044523787,-0.34701768,0.03539129,0.19785167,-0.15735152,0.4452223,0.5789843,0.026564201,-0.499066,0.067334384,-0.28665087,-0.52369463,1,train
TCGA-DX-A48K-01A,0.077038184,-0.25456518,-0.741441,0.25893486,-0.3157373,0.54517347,-0.15922031,-0.14457321,0.08933702,0.020959603,0.06916261,0.15434887,0.08176618,0.20080984,0.5532734,1,train
TCGA-MO-A47R-01A,-0.36748466,-0.12549151,0.63569117,-0.21285957,-0.102465846,0.3638799,-0.020406,0.57055134,-0.37817883,-0.06261122,0.36509955,0.31370184,0.59607816,-0.1096083,0.053820927,1,train
TCGA-IE-A4EK-01A,0.9839156,-0.2578367,0.25812677,-0.14342539,-0.28342873,0.09651726,0.26074806,-0.08823003,0.2505373,0.8864615,0.04185574,-0.43981102,0.22031155,-0.24969774,-0.4650974,1,train
TCGA-3B-A9I0-01A,0.5626038,-0.31322291,-0.18214147,-0.3940054,-0.5219189,0.2575077,-0.11357204,-0.2523911,0.15651476,0.40513763,0.22753143,-0.060465857,-0.3568546,0.359515,-0.40724793,1,train
TCGA-HB-A5W3-01A,-0.15600784,-0.08671393,0.17399704,-0.30303603,-0.3697852,0.41188255,0.28863445,0.062237404,0.7501539,0.56324273,0.31063226,-0.13625203,-0.3984997,0.122969985,-0.40009415,1,train
TCGA-DX-A2J4-01A,0.0986162,0.037358176,-0.35775977,-0.01848998,0.24930279,-0.5642277,0.051276736,-0.16103989,-0.027773399,-0.19571012,-0.14352214,-0.49380156,0.18692657,0.53293633,0.1365013,0,train
TCGA-DX-AB2H-01A,-0.52419704,-0.3585628,0.13385174,0.11107698,0.48146927,0.07015077,0.0908013,-0.5372445,0.20290478,-0.24741021,-0.35270447,0.79541403,0.45551562,-0.32314062,-0.3985344,0,train
TCGA-DX-AB37-01A,-0.14951201,-0.20767143,0.11911378,0.23405316,-0.023992399,-0.64580053,0.25271213,0.14518891,0.20416993,-0.17636463,-0.18296486,-0.23646244,-0.1525469,0.49314535,0.362272,0,train
TCGA-IE-A4EI-01A,-0.05231585,-0.05183643,0.5821549,-0.42939398,-0.46248493,0.74065393,-0.06403793,0.2209968,0.0576285,0.4896435,0.12952897,-0.07988229,-0.39758188,0.01784336,-0.4511103,1,train
TCGA-QQ-A5VD-01A,-0.17242008,-0.4090845,-0.6665972,-0.18286924,-0.10342968,0.14664984,0.19527374,-0.34557506,-0.19431828,0.17441149,-0.00325327,-0.18474896,-0.09927424,0.30978,-0.12537539,1,train
TCGA-MB-A8JL-01A,-0.84675366,-0.0224535,0.21425597,-0.48201337,-0.14167865,0.05442719,0.19283967,-0.22282387,-0.05410294,0.16213743,-0.033788815,0.32578465,0.23379645,0.15192081,0.2016372,1,train
TCGA-DX-A1KX-01A,-0.27603787,-0.014774404,0.19377199,0.3888613,0.14406697,-0.580003,-0.28888214,0.9550221,-0.40657684,-0.17747867,-0.043794688,-0.28609848,0.18220429,0.42063454,0.11443001,0,train
TCGA-DX-A23R-01A,-0.28157878,-0.5971065,-0.10490012,0.9181642,0.14886644,-0.26798296,0.052398145,-0.37477842,0.29141358,0.28511432,-0.45951137,0.6474179,0.62528956,0.014324797,-0.31739348,0,train
TCGA-IE-A6BZ-01A,0.36473045,0.1768588,0.662558,0.4229093,-0.032029543,0.18517938,-0.49955648,0.31859928,-0.015574558,-0.6467975,-0.21015866,-0.01675846,0.22980976,0.059936672,0.5400078,2,train
TCGA-WK-A8Y0-01A,0.07292037,-0.025739321,0.20910117,0.28204727,0.4951288,-0.22472943,-0.18699045,0.81818503,-0.26634088,-0.07390301,0.33039585,0.2703048,-0.5225968,-0.09499459,0.61688334,2,train
TCGA-3B-A9HY-01A,-0.029810797,-0.2401637,-0.7850813,-0.18229166,-0.28602025,0.65986836,-0.111108944,-0.009599768,0.075191215,0.09974124,0.29355532,0.078627154,-0.25363582,0.1813269,-0.5077108,1,train
TCGA-DX-A3U9-01A,0.71670276,-0.28225848,-0.525836,0.13867344,-0.06270618,0.60563374,0.19511299,-0.11657671,0.704278,-0.14957896,-0.033530194,0.32492372,-0.091150895,-0.4355721,-0.183093,1,train
TCGA-DX-A6B7-01A,0.72251004,-0.19474453,0.13166599,-0.16009143,-0.6020948,0.16187069,0.3320119,-0.43260506,0.20396899,0.5257,-0.094374925,-0.5581731,0.1814307,-0.09972211,-0.44908088,1,train
TCGA-WK-A8XX-01A,0.5991234,0.35322878,0.020335194,-0.47365353,0.2660235,-0.24410921,0.07504776,0.3400915,-0.42927483,0.23473829,0.5122465,0.36037424,-0.46112773,-0.10983091,-0.61868936,1,train
TCGA-3B-A9I1-01A,-0.27088693,0.8019544,0.24027252,-0.13836597,0.28118995,-0.0618468,-0.24962193,0.103322215,-0.034834515,0.056723963,0.1554677,-0.17044668,-0.23374413,-0.5954074,-0.57950515,1,train
TCGA-DX-A1L1-01A,0.02705174,0.1619761,-0.23169312,-0.79370403,0.3810749,-0.24876805,-0.0984264,-0.20982654,0.5155371,-0.3611192,-0.218992,0.06182515,-0.13501242,0.5553588,0.2689953,0,train
TCGA-DX-A1L2-01A,0.37041977,-0.085106045,0.35193005,0.18978658,0.25722677,-0.09425202,0.011158219,0.2942293,-0.727194,-0.43765035,-0.18359944,-0.116459966,0.28488523,0.15632553,0.23543268,0,train
TCGA-DX-A6BG-01A,0.04295402,0.09047688,-0.48892882,0.05212139,0.18884292,-0.39407203,0.0736894,-0.013582827,0.0048584286,-0.27416658,0.028362127,-0.33768168,0.08005712,0.3473004,0.23320425,0,train
TCGA-SG-A6Z7-01A,-1.0706847,-0.32002923,-0.35717425,0.37589818,0.23905784,-0.13670021,-0.14455676,0.5212099,-0.22240229,-0.06497777,-0.26768816,1.1011736,0.41304052,-0.121564895,-0.69593877,0,train
TCGA-IS-A3K7-01A,-0.42840764,-0.14644814,0.026062496,-0.070337,-0.20456684,0.0011821428,0.15511915,-0.39244375,0.98650604,0.15252367,-0.23458396,-0.33910125,-0.08192394,-0.021587739,0.69381773,1,train
TCGA-DX-A6BA-01A,-0.254136,-0.32049713,0.26266202,-0.47908014,-0.5518131,0.038047932,0.2910192,0.7691611,0.19351482,-0.03695219,0.029555734,0.29182184,-0.57766956,-0.13715148,-0.6684145,1,train
TCGA-MB-A8JK-01A,0.2414529,-0.7758407,-0.47670758,0.20849916,0.5162709,-0.16871123,-0.08992143,0.46866986,-0.6858441,-0.10761052,-0.27106023,-0.29074103,-0.1870343,-0.0060342075,0.19721554,2,train
TCGA-DX-A7EN-01A,0.9516349,0.37004894,0.6353678,0.40597585,-0.57016885,0.4433832,0.12931369,0.006443368,0.76539326,0.17258891,0.19190043,0.35615557,-0.06944716,-0.2901466,-0.5947971,1,train
TCGA-VT-A80G-01A,0.31604505,0.8024013,-0.047394082,0.13045615,0.19153824,0.3823852,-0.56816906,0.40410975,-0.10166509,-0.06979382,0.19281699,0.44222412,0.37205982,-0.028183028,0.7698603,2,train
TCGA-DX-A6BE-01A,0.009664656,-0.002905742,-0.35442418,-0.2201374,0.30466974,-0.5220192,0.11756822,-0.08307604,-0.036902282,-0.16767162,-0.084453225,-0.39240718,0.15561153,0.61716896,0.09354398,0,train
TCGA-DX-A3LT-01A,0.37391397,-0.01712249,-0.35825357,0.12039707,-0.13855027,-0.4257811,-0.3639067,-0.2569662,0.58593,0.3519742,-0.22535774,0.10992623,0.3585783,0.2711784,0.6732172,0,train
TCGA-DX-A8BM-01A,0.20637098,0.33400688,-0.32001704,0.588094,-0.3189537,-0.5017954,-0.03925879,-0.10464752,-0.83126944,-0.6562424,-0.33076853,0.17339805,0.48266742,0.11622264,-0.120887324,2,train
TCGA-3B-A9HQ-01A,0.11020202,-0.37966225,0.07153418,0.048756752,-0.3181423,0.07702779,0.0073157903,-0.23551655,0.40552238,0.39183038,0.2500851,-0.06428828,-0.6585425,0.5086482,-0.596468,1,train
TCGA-3B-A9I3-01A,0.36231223,-0.05766313,-0.5252088,-0.46027002,0.5605966,-0.010669783,1.3948927,-1.3610897,2.5212085,-1.7169491,2.2738266,-0.09567885,0.6741282,0.11705782,-0.23807044,1,train
TCGA-DX-A3UC-01A,0.39968142,-0.12085161,0.45650533,-0.009760556,-0.08118168,0.56445223,0.1922015,0.489769,0.6137121,0.11829637,0.5375477,-0.11423039,-0.36904025,-0.026055012,-0.5735814,1,train
TCGA-DX-A3U8-01A,0.026708674,0.30385828,-0.36207607,-0.35124436,0.10488593,-0.61342937,0.055424903,0.21276146,0.26120576,-0.11124457,0.20579347,-0.006216082,-0.06609093,0.14780788,0.37813836,1,train
TCGA-HS-A5N7-01A,-0.05830746,-0.22747777,0.34158227,-0.008450966,-0.15071125,0.47673163,-0.14203024,-0.20907623,0.07874044,0.11217341,0.78658205,0.114459194,-0.29362157,0.33089635,-0.4153127,1,train
TCGA-DX-A3LS-01A,-0.31074655,-0.05054261,0.17740566,-0.15623757,0.173998,-0.4748352,-0.24406375,-0.16193938,0.7509148,-0.27932298,-0.22252367,-0.08356482,-0.091282666,0.24879663,0.0824581,0,train
TCGA-IW-A3M4-01A,-0.46549204,0.6504178,0.12447996,0.0034829602,0.0755673,0.113547824,-0.11171669,0.242364,0.90195245,0.18033288,-0.022561813,-0.67356664,0.2923173,-0.4343384,-0.4189576,1,train
TCGA-QQ-A5VA-01A,-0.52394575,0.10123066,-0.0812752,-0.17838816,0.56898224,0.11186397,0.10640689,1.070773,0.33006504,-0.20634037,-0.07678355,0.0591147,-0.36640573,0.7695756,-0.07758824,0,train
TCGA-DX-A8BX-01A,0.27283216,-0.0023798775,0.22809751,-0.21230136,0.045958675,0.07279984,0.042256847,0.16926627,-0.31953493,-0.45518732,-0.3698944,-0.06327639,0.55809855,0.2475509,0.41558897,2,train
TCGA-X6-A7WC-01A,0.037296947,-0.03126258,-0.279238,0.084083386,-0.19176614,0.24072921,-0.40369466,0.52489465,-0.7993114,-0.57861763,0.2948463,0.3222888,-0.073638044,-0.039790496,0.7214586,1,train
TCGA-HB-A43Z-01A,-0.5847872,-0.49369696,0.36520514,-0.45169714,0.086983,0.6007512,0.45046645,0.462286,-0.781483,0.14162068,0.13683246,-0.07884595,-0.006257397,-0.6609368,-0.39401945,1,train
TCGA-HB-A2OT-01A,-0.12254654,0.15637784,-0.002217855,0.64462906,0.08474219,0.37078825,-0.36508617,-0.5058502,-0.090649396,0.18765697,-0.16936971,-0.24191712,-0.13121632,0.28976792,0.7659253,2,train
TCGA-JV-A5VE-01A,-0.46922407,0.005606213,-0.10221639,0.16813518,0.10372621,-0.026019897,0.26786497,-0.87725884,-0.048437633,0.45253342,0.20816523,-0.39220187,-0.4358337,-0.4136884,-0.08195299,1,train
TCGA-DX-A23U-01A,0.2766362,0.11165623,-0.3008974,0.25338432,-0.0037219396,-0.26881728,-0.070164055,-0.05757904,0.04987274,-0.19183943,-0.06019605,-0.20892212,0.3113031,-0.10351254,0.5208363,0,train
TCGA-DX-A2J1-01A,0.18173425,0.09254874,-0.26412275,-0.05864397,0.15417965,-0.622756,0.015848037,-0.19970776,0.009692543,-0.13975704,-0.1395061,-0.5255987,0.15739317,0.474338,0.4207511,0,train
TCGA-DX-A3UD-01A,0.87225085,0.688668,0.15672724,-0.2561527,-0.23131262,-0.027684728,-0.3486642,0.27032632,-0.456237,0.017115192,0.5674264,0.50451154,-0.35891283,-0.21450773,-0.6423248,1,train
TCGA-DX-A3UF-01A,-0.182252,0.12623605,0.5962831,-0.6356358,0.012285278,0.7580787,0.3452719,0.018538823,0.48940507,0.3849331,0.20439222,0.016350336,-0.28142166,0.23576865,-0.27824327,1,train
TCGA-K1-A42X-01A,-0.73798025,0.74323946,-0.091367334,0.079193756,0.19328289,-0.035142805,0.09998584,-0.0563557,0.5829433,0.15700725,0.5718296,-0.8574827,0.25221896,-0.8176955,-0.60269994,1,train
TCGA-PC-A5DO-01A,0.15383275,-0.22386609,0.53992206,-0.6341621,-0.06647066,0.42877248,-0.0676656,-0.32435015,0.45800787,-0.023831155,0.10691707,0.24327381,-0.674181,-0.039428387,-0.37969697,1,train
TCGA-DX-AB35-01A,0.4328737,0.2516518,-0.21350199,0.23226146,0.25408378,-0.387017,-0.21811225,0.11602826,-0.3219175,-0.25939342,-1.0729185,0.21272224,0.33855733,0.28473124,-0.36963838,0,train
TCGA-DX-A3LU-01A,0.21922354,0.0023145918,-0.16777125,-0.22093867,-0.07161063,-0.4632251,0.17468712,0.15235287,0.1101579,-0.15270667,-0.9368672,-0.51445514,0.046754267,0.41178495,0.37579018,0,train
TCGA-DX-A3LY-01B,0.04468602,0.34400994,0.13725725,-0.5510932,0.18607935,-0.4616361,-0.28627527,0.6814388,-0.38058603,-0.009575792,-0.24300066,0.1334067,0.16804978,0.2687971,0.11631148,0,train
TCGA-MB-A5Y9-01A,0.118627325,0.49084848,-0.10789793,-0.34291372,0.09517067,-0.10930041,-0.38658655,0.43072698,-0.084914565,0.04807458,0.0004852435,-0.44649702,-0.05296421,0.72703904,0.7899258,2,train
TCGA-DX-A48O-01A,0.3992564,-0.18546903,0.5366906,-0.1062068,-0.11190579,-0.006408794,0.090416394,0.022372078,0.9721086,0.7987679,0.07239854,-0.3830787,-0.20293972,-0.10937226,-0.40899312,1,train
TCGA-HB-A3L4-01A,-0.20752262,0.6219737,-0.11445643,0.5681717,0.08551059,0.3706518,-0.4286047,-0.16067468,0.55077296,0.02996693,-0.19815825,-0.16536187,0.16565326,-0.7650517,-0.42015928,1,train
TCGA-IW-A3M5-01A,-0.6883416,-0.22900096,-0.25921503,0.5769423,-0.12431103,-0.33397692,-0.0016020548,-0.04427894,-0.22134493,-0.2836187,-0.12343129,0.53378606,0.32316914,-0.32922417,-0.034038763,1,train
TCGA-X9-A971-01A,0.09380594,-0.5452452,0.5598815,-0.6722387,-0.07184442,0.24141578,-0.048946485,-0.29751334,0.098785065,0.12654805,0.7455972,0.48493153,-0.26715487,-0.62036014,-0.00758753,1,train
TCGA-QQ-A8VF-01A,-0.18206625,0.21321799,-0.4452571,-0.25786817,0.22212578,-0.041705575,0.13638555,0.31801197,-0.29427975,0.1909431,0.47646695,0.022597844,0.13276716,0.48179066,0.47871295,1,train
TCGA-DX-A6BH-01A,0.17931792,-0.10399093,-0.0044591487,-0.19510557,0.0638752,-0.29596287,0.022098234,-0.14555794,-0.049324002,0.013774536,-0.1511993,-0.024474462,0.394435,0.2383873,0.14357479,0,train
TCGA-FX-A3RE-01A,-0.5135163,0.072667,0.6195637,-0.09433038,0.044135284,0.97392,0.11465795,0.21183613,0.26906595,-0.037824202,0.03980842,-0.23106484,0.53731626,0.00081930845,0.052446745,1,train
TCGA-DX-A3U7-01A,0.5654671,0.28749594,0.028093902,-0.61977893,0.17602313,-0.056659237,0.12420691,0.78471965,-0.30102077,0.2363628,0.13484062,0.5851001,-0.5700292,-0.4330154,-0.30122942,1,train
TCGA-IS-A3K6-01A,-0.2825378,-0.019521775,-0.06929695,-0.15068768,0.27323955,-0.103108846,-0.00081322715,-0.49161536,0.37278944,0.7349362,-0.21006165,-0.37995344,-0.480359,-0.6264233,0.043010984,1,train
TCGA-SI-AA8B-01A,0.07707929,0.02414353,-0.15986837,0.5616914,-0.35954303,0.13824615,-0.5772263,0.1385705,0.16230212,-0.21582413,-0.11078089,0.5263303,-0.1535072,-0.483931,0.7985697,2,train
TCGA-DX-AB3A-01A,0.19206543,-0.44348705,-0.10872255,0.10576688,0.14230724,-0.2810349,-0.045939066,-0.43753627,0.0369354,-0.49789387,-0.53050643,0.15440883,0.74221617,0.064927496,-0.19900401,0,train
TCGA-Z4-A9VC-01A,0.09227804,-0.17948551,-0.4129757,0.3571399,0.1688804,-0.030687792,0.012530858,-0.08285561,-0.17752354,-0.29802075,-0.17006707,0.089703865,0.5867326,0.15893891,-0.19542049,0,train
TCGA-X6-A7WA-01A,0.1901953,-0.2518103,0.6725588,-0.09217621,0.14926514,0.13262144,0.050330866,-0.014167346,-0.20893651,0.7277399,0.9426264,-0.028229393,-0.30235296,0.07031116,-0.24760796,1,train
