,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Label,Split
TCGA-VT-AB3D-01A,0.46383923,0.64558595,-0.702057,0.022096623,1.1737612,0.72345835,0.49043304,-1.1242905,-0.13884175,-0.10656632,-1.1398729,0.036630165,-0.6651644,0.89009565,0.22381207,2,train
TCGA-X6-A8C2-01A,0.53615296,-0.12455858,-0.26181707,0.35994875,0.42844966,-0.14470704,-0.37292996,-0.11613518,-0.5300026,-0.37025535,0.01104721,0.5714312,-0.1256028,-0.6207356,0.616829,2,train
TCGA-IE-A4EH-01A,-0.1948315,0.115843974,-0.04913017,0.02598882,0.19395977,0.034877013,0.22295052,-0.6532834,0.8693524,0.3370516,0.25737032,-0.43555722,-0.26336914,-1.1086097,-0.1439856,1,train
TCGA-KD-A5QS-01A,0.19072592,0.04609839,0.42619985,0.5420282,-0.088916115,-0.04602676,0.4365608,0.38540962,-0.4643549,-0.24551737,0.0794042,0.028752673,-0.05920208,-0.80980337,0.57375014,1,train
TCGA-HS-A5N8-01A,-0.75644755,0.07337637,-0.3414892,0.38635916,-0.13097239,-0.42325857,-0.16142288,0.03869725,0.06569209,-0.26948702,0.025623906,0.50334424,0.33177644,-0.11467656,-0.30037704,1,train
TCGA-Z4-AAPG-01A,-0.28395522,-0.2854502,-0.048079472,-0.050730005,-0.31719425,-0.2789847,-0.48412997,0.13413925,-0.22823863,-0.09772328,-0.04092227,0.53854376,-0.40331382,-0.41367918,0.9811052,2,train
TCGA-DX-A3U6-01A,-0.4114935,-0.08883626,0.037611675,0.050055042,0.3589626,-0.90659153,0.02179327,-0.2507632,0.13198596,-0.007658971,-0.05084813,-0.3399736,-0.38488916,0.6546581,0.18934597,0,train
TCGA-DX-A7ET-01A,0.15038358,0.2548723,-0.5333692,-0.01518441,-0.2271175,-0.109084785,0.059616484,-0.3932073,-0.27825832,-0.34374082,-0.35886592,-0.007252869,-0.28339377,0.35926452,0.6157225,2,train
TCGA-X9-A973-01A,-0.0658246,-0.18401656,-0.24709213,-0.1008129,0.112670414,-0.35550597,0.31549597,-0.23786846,-0.3983244,-0.11454326,-0.15356508,-0.06719023,0.39204288,-0.015204218,0.1870083,2,train
TCGA-X6-A7WB-01A,-0.017110094,-0.07330252,0.11867909,-0.54354155,0.18730806,0.32871246,-0.15345918,-0.55170494,0.2385324,0.09248419,-0.027378317,-0.16817872,-0.19734885,-0.9938439,-0.32790747,1,train
TCGA-KF-A41W-01A,-0.49881256,0.29599112,-0.043877475,0.11269562,-0.060624253,0.3496254,-0.10452191,-0.1905647,-0.45022953,-0.52713203,-0.19354129,0.22358444,-0.3778972,-0.10426556,0.07652286,1,train
TCGA-DX-A7EF-01A,-0.052586224,0.34493807,-0.18377389,0.56962407,-0.35302755,-0.40530875,-0.2703637,1.1553429,-0.111936145,-0.15628624,0.05274997,0.55948305,-0.07506374,-0.29115248,0.5500741,2,train
TCGA-IS-A3KA-01A,0.00040210236,0.22672139,0.22509098,0.21054077,0.5365839,0.019967197,0.65972745,0.67747015,-0.07270809,0.18088955,0.09604455,0.19780262,-0.3198,-0.5041001,0.31277066,1,train
TCGA-DX-AB2J-01A,-0.7099882,-0.062106602,0.3146032,-0.13072671,0.2796498,-0.15336807,-0.0026003984,-0.12850761,0.16976021,0.25521103,-0.25150964,0.0031894217,0.39797714,-0.25210506,-0.36275426,2,train
TCGA-MB-A5Y8-01A,-0.12545028,-0.38005665,0.023201387,0.22619514,-0.30166858,-0.20421831,-0.54960907,-1.0056149,0.4787239,0.16518876,0.13239838,0.072607994,-0.1159783,-0.11243898,0.9448983,2,train
TCGA-X6-A8C4-01A,-0.018781926,0.42563483,0.36239475,0.21618694,-1.0128878,0.1041579,-0.37851647,0.4334547,-0.4850073,-0.15496063,0.38542777,0.3536059,0.032110386,-0.3167455,1.1735468,2,train
TCGA-3R-A8YX-01A,-0.007910652,0.28739622,0.18733948,-0.51504666,-0.35465407,-0.74649715,-0.17631467,1.2124274,-1.0505098,-0.19289231,0.2388851,0.34145704,0.02349499,-0.30534732,0.66841316,0,train
TCGA-DX-A1KW-01A,-0.15638155,-0.0005298371,0.28230312,-0.5496381,-0.23838748,-0.039748535,-0.16405721,0.6081375,-0.51296276,-0.23532777,-0.53358525,0.048888985,0.6630248,0.2213574,0.017504426,0,train
TCGA-DX-A6B9-01A,-0.35236886,-0.16974428,0.055327013,0.28539616,0.00031462408,0.19292961,0.08491307,-0.40229836,-0.17708842,-0.035365503,-0.112360835,-0.6914611,-0.025060268,0.02972902,-0.49101925,1,train
TCGA-DX-A8BK-01A,0.19382061,-0.002348162,0.2892547,0.46097633,0.06874535,-0.6904455,-0.024749283,0.28664446,-0.5365496,-0.88706464,-0.4018171,-0.039433975,-0.46660745,-0.113689065,0.44396228,2,train
TCGA-DX-A48P-01A,0.29080504,-0.29268444,0.37902728,0.21138059,-0.41010237,0.014133573,0.55426526,-0.29373655,0.36930087,0.38283977,0.09938228,-0.4374645,-0.28039566,0.20918462,-0.5147008,1,train
TCGA-QQ-A5VC-01A,0.0037312396,0.26777613,-0.24085225,0.61735445,-0.6763074,0.4232837,-0.295917,0.3623753,0.11095224,-0.17051739,-0.27663982,0.31994936,-0.18589103,-0.018920336,0.7879379,1,train
TCGA-X6-A8C5-01A,0.10152621,-0.4473686,0.2110457,0.12995699,-0.40023693,-0.10112774,0.8166925,-0.31941825,0.23685195,0.42820063,0.19417234,-0.24000815,-0.46141064,0.17372188,-0.3803678,1,train
TCGA-3B-A9HZ-01A,0.4037292,-0.2097661,-0.41400468,-0.47461477,0.05046143,0.29070967,0.23684123,0.40345335,0.62658423,0.32917863,0.4044092,-0.14647596,-0.29695055,0.33731222,-0.21706693,1,train
TCGA-IE-A3OV-01A,0.20553891,0.09639279,-0.2745472,-0.18566026,0.024371076,-0.008614786,-0.1984992,0.17646976,-0.5592653,0.38180524,1.0297439,0.27676758,-0.28067592,0.45762396,-0.44240072,1,train
TCGA-JV-A75J-01A,-1.0649598,-0.50434923,0.28408068,0.21845886,0.2881376,0.46182007,-0.016766163,-0.57796276,-0.3126013,1.2175305,0.0900932,0.4614005,0.9385531,-0.2050297,0.16279304,1,train
TCGA-LI-A9QH-01A,0.3134204,-0.22499122,0.5238825,1.0104568,-0.2676125,0.08661876,-0.025170323,0.22826564,-1.1320184,-0.5728207,-0.0005494485,0.13096614,0.30386487,-0.03938506,0.44379544,2,train
TCGA-3B-A9HV-01A,-0.37808633,0.39256385,-0.06680151,0.3589917,0.001053659,1.3366864,0.08687611,0.14137281,0.42435077,-0.012919416,0.025043167,-0.07914118,0.20564476,-0.8430292,-0.22607544,1,train
TCGA-DX-A7ES-01A,-0.2924659,-0.083267204,0.10240011,0.088136375,0.28449178,-0.6224484,0.20678039,-0.08426421,0.22356588,-0.026399959,-0.005192452,-0.21707453,-0.16379824,0.51623523,-0.025553776,0,train
