,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Label,Split
TCGA-Z4-A9VC-01A,0.20576203,-0.20014077,-0.10499104,0.32790026,0.025283886,0.11827601,-0.012237936,-0.23769565,-0.49606875,-0.15287489,-0.107214965,0.06718922,0.70419806,0.34347522,-0.09188661,0,train
TCGA-X6-A7WA-01A,0.12567972,-0.042178605,0.6926347,-0.1694143,-0.31175226,0.04453562,0.041038055,0.2352725,0.3420613,0.38766742,1.0148853,0.10058453,-0.45893,0.06432425,-0.38870627,1,train
TCGA-VT-AB3D-01A,0.7438009,1.2829002,-0.008194276,0.048758835,1.3229396,0.03515487,0.70676863,-1.4018784,-0.17970122,-0.29976007,-0.71976876,0.123856835,-0.5547591,0.6489283,0.2820741,2,train
TCGA-X6-A8C2-01A,0.48965892,-0.44154018,-0.14078426,0.49886468,0.43220598,-0.13513967,-0.25446942,-0.06909957,-0.5685615,-0.23010647,0.13962719,0.6784598,-0.4351823,-0.30693012,0.4411908,2,train
TCGA-IE-A4EH-01A,0.22122116,0.07299643,-0.33509862,-0.034630325,0.42410946,-0.23938711,-0.0054402575,-0.5113397,0.89854026,0.35030198,0.30949512,-0.37523538,-0.0044560647,-0.8744572,-0.14250195,1,train
TCGA-KD-A5QS-01A,0.21030514,-0.055371433,0.02816649,0.55196464,0.12378947,0.1527141,0.026740314,0.678882,0.3216357,-0.22820403,0.008290807,0.2216852,-0.24542917,-0.48565608,0.26513827,1,train
TCGA-HS-A5N8-01A,-0.5982247,-0.051298264,-0.37327754,0.4412809,0.054563254,-0.022378966,-0.24757335,0.21263695,-0.22804,0.24417007,0.1428774,0.23554099,0.52778053,0.059571877,-0.03210415,1,train
TCGA-Z4-AAPG-01A,-0.575364,-0.21436621,-0.26032287,0.113046765,-0.23084685,-0.029073188,-1.0006694,0.26882625,0.006236133,0.026031047,-0.17823642,0.4990701,-0.49536893,-0.1379794,0.8175882,2,train
TCGA-DX-A3U6-01A,-0.51364356,-0.09283335,0.026539618,0.031083578,0.45196405,-0.59558415,-0.007245434,-0.06145531,0.17625494,-0.18164574,0.015276659,-0.42042392,-0.27846798,0.8001203,0.14611448,0,train
TCGA-DX-A7ET-01A,-0.043561865,0.33212444,-0.29199243,-0.005545294,0.08454115,-0.002727167,0.4735977,-0.23220089,-0.46665287,-0.47136036,-0.20414475,-0.1305554,-0.29025987,0.20904346,0.5895972,2,train
TCGA-X9-A973-01A,0.040901326,-0.11238808,-0.055421427,-0.11063095,0.09060509,-0.035751317,-0.07253964,-0.12645634,-0.2579167,-0.27421993,-0.04621046,-0.026103899,0.45253915,-0.0059340275,0.17993432,2,train
TCGA-X6-A7WB-01A,0.14180814,-0.14739831,-0.40054557,-0.30281964,0.3060549,-0.08282208,-0.030385816,-0.5540206,0.18156995,0.6781446,-0.0006446845,0.03904629,-0.21542123,-0.60510033,-0.20784216,1,train
TCGA-KF-A41W-01A,-0.5921434,0.17099835,-0.14388938,0.31695974,0.2914136,0.0112931505,0.38314882,-0.3102601,-0.29984555,0.25620452,-0.33345038,0.28840265,-0.3122386,-0.038697373,0.23314515,1,train
TCGA-DX-A7EF-01A,-0.11206956,0.013735471,0.038306005,0.53992677,-0.13024212,-0.2580513,-0.39573133,1.3483963,-0.05012832,-0.3493279,-0.012196458,0.34398526,-0.25024658,-0.32456192,0.4761007,2,train
TCGA-IS-A3KA-01A,0.3853009,0.41791373,0.21631086,0.2399068,0.5686289,-0.27339274,-0.037089333,0.8682603,0.827196,0.18205987,0.029571367,0.33403093,-0.11847039,-0.21000975,0.16811424,1,train
TCGA-DX-AB2J-01A,-0.603804,-0.0067847925,-0.009416481,-0.11797063,0.40020052,-0.1996007,-0.11483268,-0.044782743,0.18750702,0.14124474,-0.09892867,0.14561471,0.4879007,-0.22701368,-0.37961683,2,train
TCGA-MB-A5Y8-01A,-0.51985013,-0.06858454,-0.57928425,0.21322232,-0.3180716,0.12378921,-0.22569254,-0.48131347,0.22008654,-0.29545447,0.5608787,0.029276965,-0.31775573,-0.14243558,0.7234984,2,train
TCGA-X6-A8C4-01A,-0.65130967,-0.2901638,0.4060821,0.30905792,-0.48297116,0.08993931,0.64734197,0.6466243,-0.23432188,-0.36491793,0.16028425,0.38166812,-0.5311589,-0.63089263,1.0086447,2,train
TCGA-3R-A8YX-01A,-0.35952854,-0.1589271,0.16710824,-0.3435352,-0.03200478,-0.48604307,-0.44538456,1.6250585,-0.5489596,-0.26230448,0.21336143,0.31278375,-0.29908082,-0.31407836,0.5932677,0,train
TCGA-DX-A1KW-01A,-0.4489127,0.052566256,-0.15104784,-0.55502236,-0.21611638,0.038996562,-0.17438234,0.6546325,-0.58199203,-0.6090528,-0.393944,0.20048313,0.4631402,-0.21509732,-0.21840139,0,train
TCGA-DX-A6B9-01A,-0.25690857,0.21247013,-0.054796483,0.27126274,-0.09194179,-0.014203363,0.067657046,-0.4203531,-0.081242934,0.20509955,-0.07943201,-0.62665915,0.25574937,-0.019392883,-0.43338466,1,train
TCGA-DX-A8BK-01A,-0.020213176,-0.2206685,-0.4449897,0.5739076,0.28536376,-0.35528716,-0.18780527,0.47293916,-0.22556752,-0.5239757,-0.43927875,0.08217321,-0.63167447,0.1625133,0.13870254,2,train
TCGA-DX-A48P-01A,0.3171047,0.22072646,0.090441175,0.069443405,-0.60375553,0.20085765,0.23064351,-0.16807249,0.6173117,0.2862116,0.00622851,-0.5678646,-0.08394334,0.26305056,-0.4151244,1,train
TCGA-QQ-A5VC-01A,-0.30007738,0.1862993,-0.0557391,0.6119209,-0.32340813,0.20580396,0.5117189,0.41122743,-0.10241009,-0.3809998,-0.40690708,0.18757254,-0.38511822,-0.3704255,0.72754985,1,train
TCGA-X6-A8C5-01A,0.2194527,0.18914613,0.12788022,-0.049345806,-0.58398384,0.24499007,0.22943816,-0.11394014,0.6914166,0.35276774,0.015288495,-0.4008175,-0.11988161,0.46384245,-0.29174593,1,train
TCGA-3B-A9HZ-01A,0.67177147,-0.10857377,0.13558479,-0.44366407,-0.322523,0.0694572,0.18185966,0.093605116,0.4037024,0.5346378,0.06014863,-0.24020812,-0.024474988,0.4673232,0.05538802,1,train
TCGA-IE-A3OV-01A,0.1964553,0.13070965,0.46640077,-0.26238725,-0.27325225,0.09870406,0.10768092,0.48093593,-0.54288274,0.3909968,1.3111943,0.027532976,-0.26189926,0.43413386,-0.23342116,1,train
TCGA-JV-A75J-01A,-0.9001432,-0.81766236,2.001111,0.04622207,0.031709902,0.10539333,-0.27230978,-1.509314,0.1899694,0.36909005,-0.46607313,0.7208611,0.8728486,-0.20844096,-0.011778208,1,train
TCGA-LI-A9QH-01A,-0.020115763,-0.007860297,0.13401936,0.7865404,-0.54250044,0.26009983,-0.23162845,0.41331333,-0.45446137,-0.95991766,0.12361601,0.23924021,-0.088808216,-0.21858253,-0.09006777,2,train
TCGA-3B-A9HV-01A,-0.18777269,-0.10484188,0.009663748,0.1522537,1.2497145,2.2484508,0.03775068,0.024491997,0.28975612,0.43335757,-0.085999824,-0.42386693,-0.06901029,-0.5682055,0.015914673,1,train
TCGA-DX-A7ES-01A,-0.2556424,-0.07027158,0.025722709,0.03063762,0.2788802,-0.34608218,0.0644749,0.006259038,0.28396782,-0.1318158,-0.0006117134,-0.27251142,-0.016124954,0.68721306,-0.118278764,0,train
