,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Label,Split
TCGA-DX-A7EI-01A,-0.6690419,-0.5422056,0.11607103,0.03635552,0.21861453,-0.24424589,0.10421578,0.21462105,-0.36094368,-0.025018504,0.5163481,0.30689397,0.5416074,0.3794478,-0.46274284,0,train
TCGA-K1-A3PN-02A,0.1029534,-0.16748354,-0.33098862,0.17593907,-0.15962435,0.4703512,0.012856059,0.56662154,0.3536212,0.5424415,0.17799582,0.18403144,-0.32676938,-0.3028149,0.14209335,1,train
TCGA-K1-A3PN-01A,0.054998994,-0.17050463,-0.19483162,0.29796943,-0.117397286,0.28595352,0.16544013,0.51175153,0.44726035,0.5787844,0.3220949,0.13707705,-0.31485748,-0.026376817,-0.00088765775,1,train
TCGA-SG-A6Z4-01A,0.340715,-0.48484504,-0.01525908,0.57049614,0.2195037,-0.03556728,0.02713458,-0.057558004,-0.6751541,-0.72513056,0.20293649,0.13966554,0.08143132,0.08591406,-0.08320104,2,train
TCGA-DX-A8BN-01A,0.08262257,-0.44450352,0.34137255,0.2189064,0.5112465,0.045630425,-0.2783835,0.32125154,-0.7445651,-0.5164558,-0.61908877,-0.4710201,-0.09916041,0.06893044,-0.2690229,2,train
TCGA-DX-A1KY-01A,-0.4685464,0.20928779,0.29108456,-0.54282075,0.45710886,0.26377666,-0.26512563,0.16246013,-0.112827815,0.5106877,-0.16376726,0.70719993,0.46018445,0.055175293,0.36503395,0,train
TCGA-KD-A5QU-01A,0.8760595,1.5857137,-0.29686916,-0.053851858,1.3508381,0.5787025,0.26617363,-1.4491957,0.7781379,0.46313936,-0.3521736,1.2445804,-0.55902195,-0.7362691,-0.012784209,1,train
TCGA-JV-A5VF-01A,-0.4246068,-0.48767516,-0.4552966,0.6267633,0.38161093,-0.15859106,-0.5668803,0.20958102,-0.05043917,-0.13885462,0.036232855,0.67895293,0.14176314,-0.3721611,-0.039675,1,train
TCGA-DX-A1L3-01A,0.047498133,-0.012862983,-0.006417991,-0.39718264,-0.04944532,-0.34414473,-0.0395179,0.0755864,-0.13564563,-0.24801853,-0.46387935,-0.1399714,-0.026494864,0.047458466,0.19217157,0,train
TCGA-DX-A2IZ-01A,-0.63308716,-0.11343892,0.17805067,-0.7065201,0.1991666,-0.05913621,-0.022293005,0.32577583,-0.319569,0.3021759,0.05599147,0.38592255,0.45136297,-0.0841737,0.400931,0,train
TCGA-MB-A5YA-01A,0.17058045,0.22492528,0.035594728,-0.08177825,-0.51603,0.3155911,-0.013729557,0.07831042,-0.06751817,0.31419942,0.008292808,-0.30781037,-0.47924507,0.11973278,-0.053233374,1,train
TCGA-X2-A95T-01A,0.060469624,0.20666961,0.100830115,0.83685553,0.2502126,-0.17071834,0.20587224,-0.57240844,0.11346298,0.5181333,-0.0745856,-0.06374984,-0.09915817,-0.57169825,-0.11393993,1,train
TCGA-DX-A3M1-01A,-0.048666984,-0.48480538,0.20292933,0.28944668,0.29539564,0.15195043,-0.12011992,0.37866533,-0.58887726,-0.2962361,-0.2610966,0.46254203,0.2518864,0.3034387,-0.40230832,0,train
TCGA-MJ-A68H-01A,-0.24651837,-0.28470117,0.23757432,-0.4661577,-0.1730835,-0.048736233,0.3170208,0.47181195,-0.42049256,0.22432117,0.53879917,-0.03190382,0.071318895,-0.2345672,-0.36590818,1,train
TCGA-K1-A3PO-01A,0.01960633,-0.14687489,-0.08863158,0.13675922,0.039868396,-0.19628817,0.11111024,-0.458083,0.009294458,0.1097584,0.11672872,-0.33162805,0.15783931,0.40411705,-0.19993882,1,train
TCGA-FX-A3NJ-01A,0.46273422,-0.2005442,0.18497199,0.40520957,-0.16018221,0.23254688,0.31472042,-0.40683043,-0.160626,0.46705392,0.077038385,-0.5842413,-0.025252396,0.3938924,-0.27968347,1,train
TCGA-3B-A9HX-01A,0.11197408,-0.24347563,-0.03455325,0.21374896,0.11349162,-0.18644322,0.4729295,0.23712775,-0.561305,-0.29683328,0.38481244,0.06490653,0.024574481,-0.17469361,-0.68857014,1,train
TCGA-QC-A6FX-01A,-0.1015422,0.6109062,-0.3208491,0.059981015,-0.037944943,-0.2512931,-0.53971267,-0.39143026,-0.08107491,-0.17636307,-0.31705067,0.1743293,-0.42945176,0.08106688,0.7149116,2,train
TCGA-DX-AB2F-01A,0.2115842,-0.32930192,-0.3795539,0.23514491,-0.35608068,-0.2955954,-0.60803777,0.14428103,-0.33000776,0.25813442,-0.9426068,0.3363925,0.42599794,0.08017232,-0.01586538,0,train
TCGA-PC-A5DN-01A,-0.37064612,-0.14808089,-0.046246868,-0.107877046,0.10437426,0.048423048,0.072200984,-0.040841285,-0.0037248638,0.12108584,0.1595436,0.14583068,0.3784559,0.26208255,-0.060906637,1,train
TCGA-K1-A6RV-01A,0.25779372,-0.30463943,-0.23647486,0.1128619,0.086454235,-0.17955172,-0.14880858,-0.005555289,-0.41223925,-0.80562216,0.1540197,0.15624331,-0.06497923,-0.10117635,0.11292308,1,train
TCGA-DX-A6B8-01A,0.08564536,0.32025418,-0.3770053,0.7956349,-0.0077577042,0.5572831,-0.03653625,-0.88075453,0.5964923,-0.3369824,0.07621876,0.09595953,-0.09177915,-0.01742349,1.9453619,1,train
TCGA-DX-A48U-01A,0.86366826,-0.18720888,0.1076296,-0.355953,-0.30370873,0.6190787,0.14108625,-0.21971963,0.1479111,0.47035825,0.01797328,-0.6422732,-0.10091092,-0.11065943,-0.13831978,1,train
TCGA-DX-A48K-01A,-0.10495032,0.20136632,-0.31931382,-0.13963588,-0.40865234,0.28839386,-0.5272913,-0.30141175,0.11104411,-0.48416305,0.040645506,-0.0070639905,-0.21996224,0.019957328,0.16971298,1,train
TCGA-MO-A47R-01A,-0.4848675,-0.3833882,0.22168547,-0.39068866,-0.3126162,0.23557909,0.11719489,0.6180501,-0.098763466,-0.29428378,0.048008848,0.08628994,0.26221573,-0.30631328,-0.4448645,1,train
TCGA-IE-A4EK-01A,0.76590854,-0.24701239,0.06978268,-0.2643484,-0.23596989,0.58888173,0.22934881,-0.26025948,0.22750564,0.5492751,0.12131412,-0.5973609,-0.03318054,-0.030798048,0.25232753,1,train
TCGA-3B-A9I0-01A,0.17031619,0.2210067,0.22283815,-0.16256945,-0.5168329,0.3528657,0.18713924,0.2859637,-0.20924063,0.3755088,0.2361314,-0.22933257,-0.5100138,0.10154156,-0.056175914,1,train
TCGA-HB-A5W3-01A,0.0027914222,0.15917212,-0.03578986,-0.47463483,-0.367087,0.4137135,0.3470422,-0.026272334,0.43137947,0.42971328,0.4383238,-0.27904716,-0.094903074,-0.0693755,0.23531963,1,train
TCGA-DX-A2J4-01A,-0.0032675888,-0.057424385,-0.1994319,-0.0105140135,0.030378176,-0.52277553,0.07999988,-0.31516442,0.031430177,-0.088067636,-0.20088401,-0.33245263,0.07192987,0.54496896,-0.09572959,0,train
TCGA-DX-AB2H-01A,-0.39048514,0.18535677,0.008139684,-0.044550434,0.44797158,0.3767765,0.038940508,-0.2532294,-0.029231459,0.029951245,0.049602088,0.57419896,0.6098631,0.11894096,-0.07273681,0,train
TCGA-DX-AB37-01A,-0.17967214,-0.35496762,-2.1665869,0.22596022,-0.1946391,-0.27942613,-1.6570098,-0.43511185,1.5327661,0.022157457,-0.5626061,-0.10693918,-0.27462804,0.6058399,0.019075949,0,train
TCGA-IE-A4EI-01A,-0.19609952,0.15792695,0.45737842,-0.09903937,-0.3743695,0.341387,0.13104564,0.25236258,0.02257326,0.617879,0.41152743,-0.027789388,-0.3270774,-0.09317743,0.3661942,1,train
TCGA-QQ-A5VD-01A,-0.30494118,0.15352146,-0.028741943,0.04229313,-0.27100423,0.15287463,0.1103517,-0.20635927,0.027174607,0.23587838,0.29027718,-0.14354892,-0.07492686,0.2511384,0.31533584,1,train
TCGA-MB-A8JL-01A,-0.9499087,0.268115,-0.49597776,-0.33269188,-0.10300427,-0.18187258,-0.21586658,0.12719746,0.42198303,-0.033689402,0.20038167,0.3912119,0.10659434,0.25335824,0.037810925,1,train
TCGA-DX-A1KX-01A,-0.2766152,-0.9732543,0.4153838,0.27764606,0.11878478,-0.4320029,0.30759656,0.5197575,-0.66329205,-0.42508858,-0.3200151,-0.46862984,0.053958956,0.36304295,-0.36361578,0,train
TCGA-DX-A23R-01A,-0.21195,-0.17199987,-0.33075756,0.3816993,-0.0085720895,0.7062609,-0.2978636,-0.44112268,0.30091828,-0.21092784,-0.20532419,0.06941731,0.57584053,0.34629837,-0.28295368,0,train
TCGA-IE-A6BZ-01A,0.29367408,-0.021846067,-0.5030855,0.2572945,-0.08226247,0.0029779407,-0.52964544,-0.014357608,-0.16077468,-0.49542674,-0.38381836,-0.09617852,0.16032594,-0.059631944,0.10719777,2,train
TCGA-WK-A8Y0-01A,0.26425225,-0.59593624,-0.21490397,0.22530897,0.4312865,-0.57332236,-0.18952496,0.46002287,-0.34560454,-0.5167904,0.19865984,0.44057086,-0.081418864,-0.09416942,-0.18546359,2,train
TCGA-3B-A9HY-01A,-0.13906647,0.15293413,0.22945052,-0.082848586,-0.37201282,0.3945839,0.1601258,-0.013318877,-0.22965163,0.21562187,0.57275283,-0.07208969,-0.19089036,0.05974168,-0.06654092,1,train
TCGA-DX-A3U9-01A,0.7486499,0.036997784,-0.29882804,-0.1370316,0.117641196,0.7791061,-0.17701036,-0.6599554,0.4983745,0.16449836,0.34280816,-0.024981963,0.07574011,-0.099645786,0.29379722,1,train
TCGA-DX-A6B7-01A,0.4260142,0.16250508,0.34495074,-0.4905723,-0.5308439,0.54602784,-0.017370058,-0.39319563,0.19701262,0.43999958,0.0019834936,-0.65459555,-0.19814442,-0.04984731,-0.0014881026,1,train
TCGA-WK-A8XX-01A,0.69401956,-0.0816787,0.34063742,-0.035182897,0.4884543,-0.27910033,0.1415623,0.5408551,-0.59258,0.49231347,0.44000205,0.36223212,-0.1344993,0.03085865,-0.14922217,1,train
TCGA-3B-A9I1-01A,0.08635268,0.07714058,0.5000044,0.078872256,0.47034326,-0.45945728,0.20287207,-0.12183356,-0.52769405,0.4703293,0.1405788,0.2095592,0.007102089,-0.76242656,-0.26391417,1,train
TCGA-DX-A1L1-01A,-0.13326406,0.5080474,0.036077734,-0.42993036,0.32331386,-0.81353873,0.07825282,0.23188823,0.19442202,-0.042430323,-0.15145949,0.2953558,0.002743876,0.39540645,0.091979764,0,train
TCGA-DX-A1L2-01A,0.26363,-0.23754741,0.15080278,-0.09131164,0.08422183,-0.053524412,0.19547147,0.1424396,-0.92378944,-0.29818776,-0.3977195,-0.10416755,0.15334627,0.042130273,-0.07015617,0,train
TCGA-DX-A6BG-01A,0.024671761,-0.15132903,-0.03840751,-0.07914093,0.051228825,-0.47931278,0.07447505,-0.35115167,-0.029858366,-0.2773427,0.034249865,-0.2143236,-0.018591512,0.2529671,-0.04012441,0,train
TCGA-SG-A6Z7-01A,-0.75970405,-0.60626876,0.06621114,0.2903421,0.19759694,0.2942733,-0.070127,0.08025879,-0.76580375,-0.09576983,0.35531116,0.44191268,0.7563007,0.06875397,-0.38170502,0,train
TCGA-IS-A3K7-01A,-0.23794672,0.15927234,-0.1504012,-0.16391852,-0.49096185,-0.0124637345,0.13722812,-0.317841,1.0657971,-0.2862085,-0.09283779,-0.027169619,0.03824462,-0.45676038,0.8149862,1,train
TCGA-DX-A6BA-01A,-0.15714833,-0.5047882,0.19897926,-0.28097385,-0.3239388,0.21057339,0.39482653,0.6299148,-0.3269349,0.38405964,0.60063505,-0.16739072,-0.004931359,0.008423369,-0.049118023,1,train
TCGA-MB-A8JK-01A,0.21536559,-0.8228914,-0.061813183,0.34358674,0.15386069,-0.35297906,0.090872616,0.008009123,-0.81307197,-0.20771486,-0.123083785,-0.16022392,-0.05196603,0.14919363,0.055489004,2,train
TCGA-DX-A7EN-01A,1.0220821,0.49622026,-0.27178442,-0.16305238,-0.23388262,0.8577428,-0.25893167,-0.2040835,0.52015394,0.27712122,0.32447362,-0.24481972,0.0625963,-0.16393767,-0.18176283,1,train
TCGA-VT-A80G-01A,0.14236864,0.09763682,1.3964988,-0.06501397,0.36865786,-0.1878164,-0.79466134,0.109513886,0.10895981,-0.61610085,-0.0055336296,0.79460543,-0.15923811,0.03543065,-0.38886842,2,train
TCGA-DX-A6BE-01A,-0.069698155,-0.07378944,-0.077907145,-0.22492461,0.059392832,-0.5035548,0.067259364,-0.2179622,-0.13663508,-0.052265845,-0.10583732,-0.22892484,0.12674676,0.46319258,0.077978216,0,train
TCGA-DX-A3LT-01A,0.07127716,-0.071290575,-0.26015186,0.0778004,-0.08623239,-0.007737937,-0.033582054,0.1412853,0.2892052,-0.49173227,-0.31102586,0.03976382,-0.09946282,0.1081167,0.2827319,0,train
TCGA-DX-A8BM-01A,0.01272988,-0.100343585,-0.3758832,0.5144509,-0.11968514,0.16189411,-0.6266801,-0.24983966,-0.29920423,-0.2723074,-0.6026285,-0.029165646,-0.09282213,0.18354113,-0.20019536,2,train
TCGA-3B-A9HQ-01A,0.0030316424,0.24906114,-0.115299195,0.078333475,-0.46144643,0.1554949,0.24441715,0.2691398,0.22372468,0.39490172,0.2674972,-0.19716698,-0.50362146,0.35587355,-0.34808466,1,train
TCGA-3B-A9I3-01A,1.0635303,0.43612874,-0.3123375,-2.5107265,-0.06259951,0.99843067,0.7586623,-1.2444338,1.9149384,-0.20107888,0.716155,-0.84376967,0.90583473,0.16344596,0.2961149,1,train
TCGA-DX-A3UC-01A,0.48797858,-0.24789487,-0.36154872,-0.30330074,-0.16538836,0.5517379,-0.11890503,-0.1928967,0.5924069,0.47857463,0.43886715,-0.2650634,-0.032349754,0.009644038,-0.18872987,1,train
TCGA-DX-A3U8-01A,0.118423924,-0.25663504,-0.07934943,-0.3544175,0.18092622,-0.50933635,-0.010892002,0.15387328,-0.05182648,-0.24510193,0.0946645,0.05187913,0.013512704,0.013028095,0.14692089,1,train
TCGA-HS-A5N7-01A,-0.2342115,0.14608282,-0.10099585,0.18006252,-0.34065306,0.34852174,0.23785561,0.13023579,0.25105298,0.38483933,0.5442571,-0.0071478053,-0.26306957,0.2761623,0.08971536,1,train
TCGA-DX-A3LS-01A,-0.19215871,-0.05367369,0.10649258,-0.16374251,0.027360138,-0.33895534,-0.11712084,0.016241767,0.1671919,-0.06783663,-0.18774864,0.00255588,0.044387575,0.1341801,0.01954011,0,train
TCGA-IW-A3M4-01A,-0.110727236,-0.05319144,-0.007179259,-0.078697845,0.0005088912,-0.10260122,0.5049711,-0.36155024,0.70955235,0.31468976,-0.12345901,-0.43599606,0.33586684,-0.79530036,-0.4782104,1,train
TCGA-QQ-A5VA-01A,-0.3307729,-0.36119846,0.5761838,0.1198336,0.31501982,-0.64317274,-0.69510204,-0.075669274,1.1516181,0.1129947,0.23027316,0.3421733,0.062101845,0.8002552,-0.12656718,0,train
TCGA-DX-A8BX-01A,0.03611253,-0.060192667,-0.22620335,-0.43280467,-0.054022595,0.10014696,-0.024201157,0.053704362,-0.414525,-0.3649076,-0.46076304,-0.036824983,0.18684942,-0.052725006,0.26729402,2,train
TCGA-X6-A7WC-01A,-0.14802018,-0.17623556,-0.0057529067,0.36073908,-0.21135603,-0.27329615,-0.47019807,0.663449,-0.40804467,-0.6272645,0.13886417,0.23970096,-0.0648151,-0.09611023,-0.112282164,1,train
TCGA-HB-A43Z-01A,-0.47042614,-0.46670395,0.132281,0.05065954,-0.051299643,0.35877484,0.320589,0.07916988,-0.11204422,0.45602527,0.7103682,0.033512026,0.38030216,-0.3803077,0.24027586,1,train
TCGA-HB-A2OT-01A,-0.08541431,0.60159665,-0.1259812,0.4739259,-0.045989398,-0.13588591,-0.07251667,-0.5284302,-0.0071934983,-0.4663907,-0.020873137,0.11048295,-0.33400768,0.045759622,0.2535902,2,train
TCGA-JV-A5VE-01A,0.14111236,0.8017569,-0.31637555,0.13254696,-0.019362118,-0.335161,-0.2674313,-0.11312176,0.44813648,0.17629032,0.08738962,-0.080387555,0.1349192,-0.49402255,-0.4741399,1,train
TCGA-DX-A23U-01A,0.13038032,-0.23397307,-0.27863503,-0.16767056,0.031977013,-0.16792202,-0.5788195,-0.700299,-0.09935681,-0.37381786,-0.10372167,-0.19565871,0.039010044,0.06706266,0.32094687,0,train
TCGA-DX-A2J1-01A,0.1085432,-0.038364716,-0.17773348,-0.20323764,-0.026768824,-0.5032948,-0.12758413,-0.24919856,-0.055895396,-0.23231725,-0.36008635,-0.3108725,-0.042704895,0.2901112,0.12458288,0,train
TCGA-DX-A3UD-01A,0.74312335,0.12193093,0.52665865,0.17981456,0.27340958,-0.18419881,0.0918877,0.654841,-0.82441163,0.4563833,0.3907203,0.28883722,-0.37158978,-0.16151981,-0.14192285,1,train
TCGA-DX-A3UF-01A,-0.07968899,0.5213261,-0.051324453,-0.6529357,0.019518884,0.33168215,0.33757302,-0.07195205,0.3693631,0.54030716,0.43927443,0.16300455,0.021643868,-0.03693457,0.3757383,1,train
TCGA-K1-A42X-01A,-0.15549774,-0.06569774,-0.29748955,-0.011995273,0.026664425,-0.28887227,0.2438992,-0.6862163,1.0101155,0.46256775,0.00647574,-0.53352386,0.3169526,-0.97340024,-0.63376576,1,train
TCGA-PC-A5DO-01A,0.22477847,0.35018682,0.160576,0.037908975,0.104100615,0.18483312,0.08274771,0.48207948,0.39833796,0.59737045,0.21314654,0.36489135,-0.23705842,-0.08915168,0.20602694,1,train
TCGA-DX-AB35-01A,0.4022021,0.13584253,0.20012708,0.29964414,0.4217231,-0.14676303,-0.07383612,-0.042634934,-0.87760544,0.054461826,-0.7046059,0.1013389,0.3387143,0.24909166,-0.103958726,0,train
TCGA-DX-A3LU-01A,0.024241839,-0.0066642603,-0.19531174,-0.176005,-0.0379565,-0.41279715,-0.11329824,-0.05299665,0.018335065,-0.13979565,-0.61903524,-0.23670876,-0.035174698,0.26926342,0.07060005,0,train
TCGA-DX-A3LY-01B,0.12477745,-0.4410397,0.39671475,-0.3303717,-0.25151515,-0.66986656,0.1585657,0.6349129,-1.0250703,0.09906944,-0.5240997,0.5846904,0.2533049,-0.19166707,-0.020150004,0,train
TCGA-MB-A5Y9-01A,-0.16322349,0.014819566,0.07948572,-0.034051575,0.0070371144,-0.8245609,-0.12055701,0.220159,0.0019660783,-0.31259987,-0.11633197,0.061284665,-0.3118171,0.29677323,0.074245766,2,train
TCGA-DX-A48O-01A,0.5191495,-0.20428735,-0.33641472,-0.21840669,-0.18653528,0.47066808,0.00790221,-0.15930845,0.692698,0.6439685,-0.04791563,-0.44736838,-0.03934307,-0.075381674,0.16585615,1,train
TCGA-HB-A3L4-01A,0.0561275,0.2125488,-0.05753489,0.58282757,0.22845913,0.31454486,0.020514676,-0.61762565,0.39548567,0.16888507,-0.059160944,0.09611662,0.15203466,-0.7067556,-0.55679035,1,train
TCGA-IW-A3M5-01A,-0.4872884,-0.40404296,-0.0985076,0.30964056,-0.10658164,0.323042,-0.43779272,-0.2817969,-0.13257003,-0.38487777,0.18080598,0.13224725,0.3733159,-0.03312151,-0.2703446,1,train
TCGA-X9-A971-01A,-0.101886354,-0.15000653,0.18234156,-0.30599967,-0.053891752,0.1726038,-0.16627641,0.55952245,0.20142868,0.24927461,0.5105623,0.3966094,-0.20588396,-0.18266322,0.06512436,1,train
TCGA-QQ-A8VF-01A,-0.18623851,-0.07037998,-0.13746904,-0.3399631,0.07692048,-0.4929473,0.03398613,0.045553293,-0.030492747,-0.3514841,0.3132299,0.108946845,0.04419346,0.26430592,0.1161181,1,train
TCGA-DX-A6BH-01A,-0.01512148,-0.10699937,0.025124144,-0.26284778,-0.017176552,0.016006285,-0.083470486,-0.050983634,-0.19035558,-0.05446725,-0.22820222,-0.06502891,0.15354684,0.17048374,0.15074699,0,train
TCGA-FX-A3RE-01A,-0.5180692,0.1998495,0.10136795,-0.12710741,-0.24456552,0.5742034,0.26781565,-0.16603552,0.8361972,0.11640141,0.005990367,-0.053684346,0.31934896,-0.21406509,-0.042884517,1,train
TCGA-DX-A3U7-01A,0.63137937,-0.27135164,0.1922654,-0.32994682,0.6090526,-0.24328957,-0.082655676,0.83272374,-0.5142004,0.4520253,0.18651234,0.70906174,-0.20636137,-0.081418335,-0.1329524,1,train
TCGA-IS-A3K6-01A,-0.0038080749,0.32307422,-0.18544924,-0.0076447306,0.2713501,-0.4375554,-0.061707284,-0.1926251,0.31177327,0.3197535,-0.13644357,0.14757475,-0.15593506,-0.58089614,-0.14645807,1,train
TCGA-SI-AA8B-01A,0.085886426,-0.19135602,0.1205854,1.2907233,0.054315884,-0.017963197,0.69351643,0.19500524,0.03151343,-0.52105534,0.29025415,0.043423012,0.15979055,-0.26376927,1.6266551,2,train
TCGA-DX-AB3A-01A,-0.116600476,-0.18271264,-0.09089654,0.118639536,-0.002438327,0.35521263,-0.48690024,-0.42059866,0.25851214,-0.0063901423,-0.4729506,-0.046943717,0.3549578,0.4324145,-0.016237354,0,train
TCGA-Z4-A9VC-01A,-0.070437536,-0.13981989,-0.07492614,0.1666796,0.010444136,0.12724626,0.14451134,-0.26637363,0.035484143,-0.23247893,-0.031184847,-0.08703894,0.3086445,0.48082003,-0.25156313,0,train
TCGA-X6-A7WA-01A,0.16687775,-0.20920324,-0.010021518,0.0056838873,-0.10080315,0.2592083,0.07196188,0.2681919,0.09489393,0.5099273,0.3300611,0.011429928,-0.20313422,-0.04774632,0.31589094,1,train
