,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Label,Split
TCGA-VT-AB3D-01A,-0.10899226367473602,0.4323955476284027,1.965336561203003,0.4824512004852295,-0.6472835540771484,-0.36797988414764404,0.3155132234096527,0.5323384404182434,-1.6188653707504272,0.19664788246154785,0.10102381557226181,0.17752563953399658,-0.14147812128067017,-0.15351691842079163,0.5118824243545532,2,train
TCGA-SG-A849-01A,0.16889074444770813,0.3464582860469818,-0.10726438462734222,0.13831734657287598,-0.2893539369106293,-0.093740314245224,0.5547105669975281,-0.08597660809755325,-0.6452982425689697,0.11342521756887436,-0.16705670952796936,-0.2609241008758545,-0.2831368148326874,0.30034154653549194,0.7640796303749084,2,train
TCGA-WK-A8XO-01A,-0.09552547335624695,-0.14831165969371796,0.8128014206886292,-0.23768210411071777,0.26465776562690735,0.40544769167900085,0.9455618262290955,0.18004857003688812,0.5347915291786194,0.056875500828027725,-0.26108208298683167,0.259355753660202,0.12290065735578537,0.2539966404438019,0.20814530551433563,0,train
TCGA-K1-A42X-02A,-0.2986232340335846,0.7116245031356812,-0.006972508504986763,0.27544596791267395,0.06567484140396118,1.2624201774597168,-0.5675133466720581,0.2803679406642914,0.29949551820755005,0.40811872482299805,-0.3365093171596527,0.3094455301761627,-0.5886927843093872,-0.2565189003944397,-0.8130022287368774,1,train
TCGA-FX-A3NJ-01A,-0.18898345530033112,-0.04119233787059784,0.39937952160835266,0.690824568271637,-0.2100372314453125,-0.6177896857261658,0.05538218840956688,-0.04277363047003746,0.5429039001464844,-0.4251590967178345,-0.014395859092473984,-0.21668823063373566,0.17048008739948273,-0.32121542096138,-0.5000890493392944,1,train
TCGA-DX-A3LS-01A,-0.047666002064943314,0.08092506229877472,0.40574488043785095,-0.007869980297982693,0.514679491519928,0.32495585083961487,0.26105883717536926,0.46551933884620667,0.08322485536336899,0.031291328370571136,-0.0974026769399643,-0.13529710471630096,0.20538032054901123,0.16569653153419495,0.13344290852546692,0,train
TCGA-DX-AB2H-01A,-0.25266167521476746,0.32222750782966614,0.2789839208126068,-0.36783793568611145,0.40693196654319763,0.09163080155849457,-0.12964189052581787,0.14305590093135834,-0.42802029848098755,-0.1373300850391388,0.9170069694519043,0.3880752623081207,0.18544518947601318,0.018602730706334114,-0.4164038300514221,0,train
TCGA-DX-A48L-01A,0.46053221821784973,-0.19103990495204926,-0.07086250185966492,-0.27371951937675476,-0.35049471259117126,-0.0809636116027832,-0.13126955926418304,-0.33323121070861816,0.5072303414344788,-0.029043998569250107,0.19582942128181458,-0.8211046457290649,0.3514840602874756,-0.12801262736320496,-0.21019232273101807,1,train
TCGA-DX-A7EN-01A,-0.16557301580905914,0.1216655969619751,-0.06255566328763962,-0.04922890663146973,-0.7523810863494873,-0.1335342824459076,-0.9318947196006775,-0.42828285694122314,0.032156266272068024,0.6414088606834412,0.07885202765464783,-0.4652363359928131,0.5554783344268799,0.6209197640419006,-0.4873499870300293,1,train
TCGA-DX-A3LU-01A,-0.3815915584564209,0.05611320212483406,0.10219626873731613,0.19776208698749542,0.4313894212245941,-0.2937568128108978,0.08239196985960007,0.17892755568027496,-0.16117431223392487,-0.051533546298742294,-0.5134406089782715,0.2754945755004883,-0.024295583367347717,-0.018868358805775642,0.3147672116756439,0,train
TCGA-DX-A48R-01A,0.12659475207328796,-0.5836118459701538,0.6232767701148987,-0.4261195957660675,-0.722936749458313,-0.4395797848701477,-0.4022859036922455,-0.20379430055618286,0.5144895911216736,0.26572346687316895,0.05649414658546448,0.06263090670108795,-0.1766560673713684,-0.31061649322509766,-0.609438955783844,1,train
TCGA-FX-A76Y-01A,-0.3232114613056183,0.3293844759464264,0.4146759510040283,0.6746435761451721,0.021981041878461838,0.6958149671554565,-0.11171257495880127,-0.44742870330810547,0.44002974033355713,-0.4055860936641693,-0.19088709354400635,-0.43721669912338257,-0.09101582318544388,0.018983714282512665,-0.5390579700469971,1,train
TCGA-IE-A4EK-01A,-0.30736732482910156,-0.39627963304519653,0.3150472342967987,0.10727071017026901,-0.23581211268901825,-0.7044641375541687,-0.28369763493537903,-0.18536439538002014,0.6101635694503784,0.06614796072244644,-0.3393579125404358,-0.06728231906890869,0.1784682720899582,-0.39855313301086426,-0.7571927309036255,1,train
TCGA-JV-A5VE-01A,-0.17367933690547943,0.18834228813648224,0.4615972936153412,0.17293700575828552,-0.42442670464515686,0.6917279958724976,0.40020236372947693,-0.2499929815530777,0.002932505216449499,-0.21033598482608795,-0.08100561052560806,0.33706560730934143,-0.12350865453481674,-0.5683057904243469,-0.16679465770721436,1,train
TCGA-HB-A2OT-01A,-0.07773814350366592,-0.30186787247657776,0.4533451497554779,0.4740653932094574,0.19235984981060028,0.39924830198287964,0.28877002000808716,-0.7433891892433167,-0.4512183368206024,-0.24765828251838684,0.1238543838262558,-0.5120851993560791,0.13188330829143524,0.08341772854328156,0.5037669539451599,2,train
TCGA-3B-A9HJ-01A,-0.13682176172733307,0.4702284336090088,0.25792020559310913,0.31469401717185974,0.10016272217035294,-0.2018209546804428,0.3748038411140442,0.7413522601127625,0.15645413100719452,0.029547851532697678,-0.292863667011261,0.22135984897613525,-0.22571124136447906,-0.1678561419248581,0.5555177330970764,0,train
TCGA-DX-A6B9-01A,0.4590059816837311,0.5691355466842651,0.3388262093067169,0.611706018447876,0.2477065771818161,0.18222756683826447,0.018358653411269188,-0.43852895498275757,0.15718930959701538,-0.11736734956502914,-0.19884352385997772,0.2347124069929123,0.1509115844964981,-0.5200482606887817,-0.5556592345237732,1,train
TCGA-IE-A3OV-01A,-0.18781952559947968,0.503180742263794,-0.50868159532547,-0.24180267751216888,-0.793612539768219,-0.4277368485927582,0.27851632237434387,0.3094101846218109,0.15995393693447113,-0.10993567854166031,-0.0697161853313446,-0.5208601951599121,-0.02166006900370121,0.1705957055091858,-0.03194917365908623,1,train
TCGA-QQ-A5VC-01A,0.2879779040813446,-0.48833709955215454,0.056512054055929184,0.1766175627708435,0.02647988870739937,0.3195020258426666,-0.1918141394853592,-0.9788435697555542,0.06121276319026947,-0.011923717334866524,0.15032429993152618,-0.24388152360916138,0.01460674311965704,0.7816816568374634,0.6520106792449951,1,train
TCGA-K1-A42X-01A,-0.27745625376701355,0.7139179110527039,-0.02480233833193779,0.2857661247253418,0.03732071444392204,1.2676494121551514,-0.587490439414978,0.2596905529499054,0.32253193855285645,0.41214898228645325,-0.26662003993988037,0.29627853631973267,-0.6035577058792114,-0.24428021907806396,-0.868747353553772,1,train
TCGA-DX-A3U9-01A,-0.2891765534877777,-0.4576261341571808,0.3333958387374878,0.052191976457834244,-0.7003701329231262,-0.4301930069923401,-0.45891544222831726,-0.5516588091850281,0.177003875374794,-0.1879895031452179,0.271881639957428,-0.0324716754257679,-0.05195201188325882,-0.15673139691352844,-0.18990452587604523,1,train
TCGA-HB-A5W3-01A,-0.09367501735687256,0.40635961294174194,0.5418701767921448,-0.3918687701225281,-0.2152184695005417,0.23436106741428375,0.04795432463288307,-0.12488225102424622,0.7610605359077454,0.35021552443504333,-0.30070698261260986,-0.5413917303085327,0.21586725115776062,-0.1612677127122879,-0.3361108601093292,1,train
TCGA-IW-A3M4-01A,-0.3088999092578888,0.4068937599658966,0.21010562777519226,0.18061143159866333,0.39590826630592346,0.9602654576301575,-0.5378670692443848,0.2531638741493225,0.27743348479270935,0.49873435497283936,-0.2521001100540161,-0.11362586170434952,-0.28667694330215454,0.13609451055526733,-0.6900959014892578,1,train
TCGA-3B-A9I0-01A,-0.10229671746492386,0.6259613633155823,0.21343398094177246,-0.22061742842197418,-0.5780820250511169,-0.553981363773346,0.16766707599163055,-0.38046732544898987,0.5156054496765137,-0.2024446576833725,-0.41361841559410095,-0.5432020425796509,0.04176545888185501,-0.10256210714578629,-0.10704808682203293,1,train
TCGA-DX-A3UC-01A,0.5595285296440125,-0.2774358093738556,0.4067702293395996,0.06982998549938202,-0.30389657616615295,-0.04804398864507675,-0.14547792077064514,0.31881067156791687,0.7549414038658142,0.605743944644928,0.09086552262306213,-0.6078169941902161,0.3368469774723053,-0.3658352196216583,-0.43014398217201233,1,train
TCGA-FX-A2QS-01A,0.12251777201890945,0.5167158842086792,-0.6997694969177246,-1.0571085214614868,0.23036062717437744,0.05472792685031891,0.34769541025161743,0.2788557708263397,-0.2552298307418823,-0.3357366919517517,0.3195972442626953,0.1973547488451004,-0.06474404036998749,0.17283903062343597,-0.044000718742609024,0,train
TCGA-DX-A3LY-01B,0.21053321659564972,-0.29782411456108093,-0.42013829946517944,-0.3111599385738373,0.44952648878097534,-0.30108869075775146,0.2697923481464386,0.7101354598999023,-0.3626936376094818,-0.12890112400054932,-0.2937481105327606,0.2579793632030487,-0.1546734720468521,0.4301939010620117,-0.10919806361198425,0,train
TCGA-DX-A1KU-01A,0.05693195387721062,-0.36847350001335144,-0.3140336573123932,0.07264067232608795,0.3360816538333893,-0.31470298767089844,0.05706058815121651,0.6046044230461121,0.04901660978794098,-0.044297438114881516,0.15635430812835693,0.3375011384487152,-0.1830577701330185,0.4888294041156769,0.11984292417764664,0,train
TCGA-X6-A8C5-01A,0.018116064369678497,0.42964574694633484,0.42892733216285706,0.018404394388198853,-0.5057961344718933,-0.10816068202257156,0.049980323761701584,-0.1453288048505783,0.7776793241500854,0.2815988063812256,-0.19473618268966675,0.2972647547721863,0.4862764775753021,-0.6221600770950317,-0.005402757786214352,1,train
TCGA-IF-A4AJ-01A,0.720359742641449,0.3583000600337982,-0.41259652376174927,-0.305307000875473,-0.6449354290962219,-0.42779725790023804,0.7270860075950623,-0.04956996440887451,0.47257035970687866,-0.0674649253487587,0.05972060561180115,-0.36632147431373596,-0.3531409800052643,-0.636734664440155,-0.10695219039916992,1,train
TCGA-PC-A5DO-01A,0.48552337288856506,0.0733039379119873,0.5798912644386292,-0.4698978066444397,-0.332008421421051,0.034769970923662186,0.5215336680412292,0.29802411794662476,0.06754183769226074,0.21887798607349396,0.0012085988419130445,-0.7807897925376892,0.22090399265289307,-0.19947995245456696,-0.32898086309432983,1,train
TCGA-DX-A3M2-01A,0.18141448497772217,-0.4513803720474243,-0.47350847721099854,0.3558514714241028,0.38944926857948303,-0.24124976992607117,0.16980479657649994,0.47303807735443115,-0.5888513922691345,0.320756196975708,-0.39709824323654175,0.11134126037359238,-0.12803521752357483,0.18543721735477448,0.3877306282520294,0,train
TCGA-DX-A6BH-01A,-0.30131441354751587,0.06666627526283264,0.01671777479350567,-0.09574521332979202,0.3873653709888458,-0.43181371688842773,-0.027055691927671432,0.05068086087703705,-0.11018478125333786,-0.05483230948448181,-0.08068998903036118,0.18213090300559998,-0.013695248402655125,0.05798875540494919,0.011493171565234661,0,train
TCGA-DX-A8BK-01A,0.32191234827041626,0.027637507766485214,-0.8292261362075806,0.48207128047943115,-0.027461618185043335,0.1438433974981308,-0.32794925570487976,0.1732712984085083,-0.7952665686607361,-0.2971469759941101,-0.15802249312400818,0.16256585717201233,0.281141459941864,0.1970629245042801,0.5947684645652771,2,train
TCGA-QQ-A5V9-01A,0.2906912863254547,0.07808759808540344,-0.5316400527954102,0.29565489292144775,0.31450799107551575,-0.38359397649765015,0.3060056269168854,0.06032388657331467,-0.26420697569847107,-0.19105325639247894,-0.11086827516555786,-0.11052708327770233,-0.17816096544265747,-0.004746932536363602,0.40596044063568115,2,train
TCGA-PC-A5DN-01A,-0.0493958443403244,0.4714773893356323,0.09728074818849564,-0.1943516582250595,0.28862467408180237,0.21986311674118042,0.10536456108093262,0.39154666662216187,0.07417698204517365,-0.083165742456913,0.46591606736183167,0.2472730427980423,0.21448799967765808,-0.10812648385763168,-0.16155564785003662,1,train
TCGA-DX-A6BB-01A,-0.25548699498176575,-0.0017828012350946665,-0.25300920009613037,0.20041684806346893,-0.2860738933086395,-0.6474709510803223,-0.08338381350040436,-0.5253925919532776,0.24726562201976776,0.5972910523414612,-0.2938261926174164,0.13158659636974335,0.09808334708213806,-0.6835610270500183,-0.46630001068115234,1,train
TCGA-3B-A9HR-01A,0.5322290062904358,-0.5585790276527405,-0.211661234498024,0.06114834547042847,-0.6689864993095398,-0.16615715622901917,0.29000887274742126,-0.21507132053375244,0.2889920771121979,-0.20738573372364044,0.22840797901153564,-0.3485559821128845,0.42463651299476624,-0.32554471492767334,-0.48437902331352234,1,train
TCGA-WK-A8XX-01A,0.02135358192026615,0.020250238478183746,-0.3406059443950653,-0.2865321636199951,-0.8276241421699524,-0.45160290598869324,0.030621377751231194,0.999906599521637,-0.3378341794013977,0.03105091117322445,-0.16404862701892853,-0.04019717499613762,-0.06309191882610321,0.2363690584897995,-0.4525474011898041,1,train
TCGA-FX-A48G-01A,-0.3577808439731598,0.09268930554389954,0.208688423037529,0.3951795697212219,0.49927768111228943,0.8000156879425049,-0.632377564907074,-0.1359390914440155,0.08890721201896667,0.2480476349592209,-0.39738237857818604,-0.37720945477485657,-0.35315820574760437,-0.36483654379844666,-0.2829641103744507,1,train
TCGA-QQ-A5VA-01A,0.5396254062652588,0.24357467889785767,0.428839772939682,0.1038474589586258,0.22174853086471558,0.2938336133956909,0.4317811131477356,1.3073583841323853,0.3068212568759918,0.22845856845378876,0.38422197103500366,-0.23717571794986725,0.018347036093473434,-0.1144876480102539,0.382804274559021,0,train
TCGA-DX-A1L1-01A,0.17930857837200165,-0.3262033760547638,0.8822093605995178,-0.18957585096359253,0.2634677588939667,-0.16329006850719452,0.752922534942627,0.9131082892417908,-0.06437735259532928,0.2766250669956207,-0.12141484022140503,0.09784776717424393,-0.3093191385269165,0.07746156305074692,0.3184455633163452,0,train
TCGA-DX-A2J0-01A,-0.12063691765069962,0.7864016890525818,0.22007092833518982,-0.21365053951740265,0.546428382396698,0.10674992203712463,-0.299032062292099,0.23976196348667145,-0.03328564390540123,-0.13276466727256775,0.26986849308013916,-0.34308868646621704,0.310651034116745,0.3309597969055176,0.1278824657201767,0,train
TCGA-FX-A3NK-01A,-0.2106630504131317,0.3608086109161377,0.1315787434577942,0.0527680367231369,0.3632093369960785,-0.427946001291275,0.10377033799886703,0.34733903408050537,0.009632156230509281,-0.06436547636985779,0.11139698326587677,0.20617222785949707,-0.05837411805987358,-0.04152538627386093,0.022015327587723732,0,train
TCGA-PC-A5DL-01A,0.12314996123313904,0.11262434720993042,-0.32056429982185364,0.5264678001403809,-0.4961647093296051,-0.5894370675086975,0.275844931602478,0.30365148186683655,0.5921894311904907,0.10110767930746078,-0.07082973420619965,0.16956034302711487,0.06936764717102051,-0.142091765999794,-0.4898991584777832,1,train
TCGA-DX-A3UA-01A,-0.647588312625885,0.1260267049074173,-0.2208981215953827,-0.26884692907333374,0.2429448962211609,0.18047131597995758,-0.19249661266803741,-0.6126874089241028,-0.03566805645823479,0.44299960136413574,0.4988603889942169,-0.22951368987560272,0.10465387254953384,-0.47745755314826965,0.47825154662132263,1,train
TCGA-DX-A8BL-01A,0.7036049365997314,-0.23967976868152618,-0.1940748244524002,0.48890379071235657,-0.08690115064382553,-0.4304368197917938,-0.10838574171066284,0.45215076208114624,-0.20681942999362946,-0.22026999294757843,0.0681501254439354,0.2730156481266022,-0.13775137066841125,0.698703408241272,0.7074892520904541,2,train
TCGA-3B-A9HT-01A,0.1345238983631134,0.19251380860805511,-0.37927544116973877,0.30355405807495117,-0.12045617401599884,-0.08619482815265656,0.29709145426750183,0.7387974858283997,0.16380637884140015,-0.03656801953911781,-0.1344100832939148,0.3353120684623718,-0.37035465240478516,0.036735650151968,0.5549864768981934,1,train
TCGA-X6-A8C2-01A,0.2832590341567993,-0.2872766852378845,-0.31003838777542114,0.08311433345079422,-0.3867662250995636,-0.21179580688476562,-0.6937892436981201,-0.20537109673023224,-0.8242282867431641,-0.8632281422615051,0.3215666115283966,0.07040169090032578,-0.26773765683174133,0.2631710469722748,0.49267587065696716,2,train
TCGA-DX-A3LT-01A,-0.6337541341781616,0.09238999336957932,0.44715338945388794,-0.10108118504285812,0.44408705830574036,-0.26151180267333984,-0.48228585720062256,-0.39715057611465454,0.11807238310575485,-0.40356817841529846,-0.16714073717594147,-0.23551978170871735,-0.06898541748523712,0.7075587511062622,0.5525228381156921,0,train
TCGA-DX-A7EI-01A,0.23576049506664276,0.3327835500240326,-0.12412934005260468,-0.1203087866306305,0.18559110164642334,0.2559589147567749,0.30234208703041077,0.6985208988189697,0.3177277743816376,-0.3611029088497162,0.6744016408920288,0.7490884065628052,0.03257666528224945,-0.04236984625458717,-0.2444850504398346,0,train
TCGA-IE-A6BZ-01A,0.3865179121494293,-0.733575701713562,-0.4758016765117645,0.3822825849056244,0.38787975907325745,0.015845173969864845,-0.154978409409523,-0.2772611975669861,-0.5435124635696411,0.23027750849723816,0.15137778222560883,-0.31663572788238525,0.32224875688552856,0.2247508317232132,0.23762379586696625,2,train
TCGA-WK-A8XY-01A,0.2208937108516693,-0.39963626861572266,0.6617813110351562,-0.7945338487625122,-0.16976004838943481,0.11320069432258606,-0.05543927103281021,0.11927083134651184,0.8048759698867798,0.1429499387741089,-0.12325053662061691,-0.538662314414978,0.20049387216567993,-0.17701968550682068,-0.6459569334983826,1,train
TCGA-MO-A47R-01A,0.47613823413848877,0.16672545671463013,-0.6658156514167786,-0.570142388343811,0.36402738094329834,0.16158153116703033,-0.08990627527236938,0.02554810419678688,0.14973244071006775,0.28594642877578735,0.4897625148296356,0.0710393413901329,-0.23617474734783173,-0.20789048075675964,-0.026574596762657166,1,train
TCGA-KF-A41W-01A,0.1204649955034256,0.16365130245685577,-0.2682839035987854,0.13127382099628448,-0.2750469446182251,0.5706740021705627,0.5416926741600037,-0.13423699140548706,-0.6404321789741516,0.08386493474245071,0.413041353225708,-0.29375988245010376,-0.1400141417980194,0.2447979897260666,0.158622607588768,1,train
