Source,Target
41,100
41,55
41,145
41,24
41,35
41,67
41,45
42,13
42,94
42,29
42,133
42,113
42,5
42,124
42,18
42,122
42,21
43,36
43,130
43,141
43,62
43,48
43,78
43,98
43,85
43,100
43,153
44,73
44,84
44,104
44,132
44,26
44,89
44,131
44,108
44,88
44,146
45,35
45,100
45,107
45,67
45,116
45,98
45,78
45,43
45,36
45,153
46,123
46,127
46,32
46,53
46,34
46,7
46,66
46,150
46,40
46,72
47,72
47,127
47,123
47,66
47,2
47,46
47,117
47,39
47,137
47,121
48,141
48,85
48,36
48,93
48,78
48,43
48,51
48,130
48,153
48,132
49,11
49,81
49,43
49,36
49,138
49,98
49,93
49,31
49,130
49,70
50,15
50,38
50,83
50,17
50,59
50,24
50,108
50,88
50,91
50,111
51,153
51,141
51,78
51,85
51,119
51,48
51,36
51,93
51,132
51,134
52,38
52,131
52,88
52,61
52,13
52,26
52,108
52,59
52,28
52,84
53,33
53,40
53,46
53,127
53,66
53,32
53,7
53,147
53,117
53,159
54,112
54,77
54,135
54,79
54,16
54,117
54,75
54,8
54,115
54,137
55,29
55,145
55,151
55,21
55,0
55,41
55,163
55,9
55,94
55,24
56,148
56,122
56,58
56,103
56,13
56,0
56,84
56,113
56,133
56,104
57,144
57,149
57,147
57,6
57,157
57,40
57,79
57,25
57,53
57,7
58,29
58,113
58,94
58,0
58,95
58,56
58,122
58,104
58,89
58,3
59,14
59,88
59,38
59,128
59,131
59,26
59,52
59,119
59,15
59,83
60,69
60,89
60,126
60,144
60,121
60,21
60,113
60,133
60,13
60,10
61,94
61,131
61,26
61,38
61,111
61,63
61,151
61,3
61,52
61,152
62,43
62,36
62,130
62,98
62,31
62,95
62,141
62,81
62,150
62,85
63,109
63,61
63,26
63,38
63,145
63,131
63,151
63,88
63,17
63,52
64,31
64,98
64,19
64,12
64,62
64,129
64,140
64,114
64,43
64,74
65,4
65,30
65,87
65,68
65,48
65,137
65,75
65,93
65,85
65,77
66,123
66,127
66,7
66,53
66,117
66,46
66,47
66,72
66,48
66,32
67,35
67,107
67,45
67,100
67,116
67,78
67,153
67,36
67,83
67,134
68,75
68,137
68,4
68,126
68,112
68,77
68,135
68,65
68,16
68,48
69,10
69,157
69,60
69,6
69,126
69,7
69,132
69,136
69,48
69,25
70,5
70,89
70,133
70,43
70,36
70,124
70,95
70,102
70,129
70,130
71,97
71,105
71,92
71,118
71,96
71,67
71,35
71,156
71,17
71,83
72,47
72,127
72,53
72,123
72,159
72,115
72,66
72,46
72,48
72,80
73,44
73,84
73,104
73,89
73,132
73,13
73,56
73,108
73,131
73,26
74,98
74,45
74,35
74,43
74,31
74,100
74,36
74,67
74,64
74,107
75,16
75,77
75,112
75,68
75,4
75,30
75,137
75,54
75,92
75,2
76,15
76,91
76,120
76,24
76,146
76,37
76,108
76,28
76,117
76,13
77,16
77,115
77,112
77,54
77,75
77,139
77,126
77,48
77,137
77,92
78,153
78,51
78,141
78,36
78,100
78,48
78,116
78,134
78,132
78,43
79,126
79,54
79,8
79,112
79,57
79,37
79,16
79,144
79,77
79,6
80,159
80,23
80,33
80,39
80,1
80,53
80,40
80,34
80,22
80,72
81,43
81,142
81,62
81,36
81,31
81,98
81,95
81,130
81,113
81,49
82,143
82,39
82,20
82,40
82,34
82,1
82,22
82,149
82,25
82,87
83,119
83,67
83,17
83,107
83,51
83,141
83,134
83,153
83,85
83,128
84,73
84,44
84,94
84,131
84,56
84,52
84,13
84,26
84,38
84,61
85,119
85,141
85,93
85,51
85,48
85,36
85,153
85,130
85,43
85,78
86,106
86,162
86,119
86,156
86,134
86,141
86,36
86,85
86,51
86,153
87,48
87,135
87,150
87,92
87,126
87,82
87,77
87,144
87,93
87,16
88,52
88,59
88,38
88,132
88,26
88,131
88,141
88,93
88,14
88,119
89,124
89,104
89,133
89,132
89,5
89,70
89,29
89,130
89,95
89,118
90,101
90,77
90,54
90,158
90,135
90,75
90,117
90,92
90,16
90,22
91,15
91,108
91,122
91,24
91,136
91,28
91,146
91,113
91,76
91,37
92,2
92,16
92,97
92,77
92,20
92,112
92,30
92,105
92,35
92,75
93,85
93,141
93,48
93,119
93,51
93,36
93,130
93,153
93,43
93,78
94,113
94,61
94,29
94,151
94,122
94,58
94,103
94,95
94,163
94,0
95,130
95,113
95,36
95,0
95,43
95,103
95,122
95,132
95,118
95,62
96,35
96,116
96,67
96,100
96,118
96,107
96,138
96,45
96,78
96,97
97,71
97,105
97,67
97,92
97,35
97,96
97,116
97,83
97,107
97,100
98,31
98,64
98,35
98,43
98,100
98,36
98,45
98,19
98,74
98,62
99,149
99,25
99,20
99,40
99,22
99,143
99,147
99,6
99,8
99,53
100,116
100,35
100,45
100,107
100,67
100,78
100,36
100,153
100,43
100,141
101,90
101,128
101,154
101,152
101,139
101,88
101,118
101,145
101,55
101,151
102,70
102,129
102,5
102,89
102,98
102,133
102,37
102,140
102,29
102,11
103,95
103,113
103,0
103,122
103,94
103,145
103,56
103,131
103,148
103,88
104,132
104,89
104,124
104,133
104,5
104,78
104,153
104,29
104,58
104,0
105,156
105,116
105,97
105,35
105,100
105,32
105,83
105,128
105,78
105,67
106,86
106,105
106,83
106,128
106,156
106,14
106,155
106,97
106,161
106,119
107,67
107,45
107,100
107,35
107,116
107,78
107,153
107,141
107,51
107,36
108,133
108,28
108,13
108,132
108,122
108,91
108,119
108,15
108,134
108,85
109,63
109,61
109,26
109,154
109,17
109,152
109,38
109,96
109,131
109,88
110,150
110,162
110,153
110,78
110,141
110,51
110,130
110,36
110,43
110,156
111,139
111,26
111,15
111,136
111,61
111,37
111,94
111,38
111,29
111,146
112,16
112,77
112,54
112,75
112,8
112,92
112,115
112,79
112,117
112,48
113,122
113,94
113,29
113,95
113,21
113,3
113,0
113,151
113,103
113,58
114,140
114,64
114,19
114,31
114,129
114,98
114,70
114,5
114,102
114,62
115,77
115,40
115,16
115,147
115,157
115,39
115,53
115,25
115,2
115,72
116,100
116,35
116,67
116,107
116,45
116,78
116,153
116,51
116,141
116,96
117,14
117,127
117,66
117,53
117,149
117,123
117,54
117,121
117,112
117,46
118,78
118,130
118,96
118,95
118,89
118,134
118,125
118,67
118,35
118,36
119,85
119,141
119,51
119,93
119,153
119,36
119,48
119,130
119,134
119,78
120,15
120,18
120,113
120,21
120,94
120,122
120,76
120,131
120,0
120,14
121,117
121,127
121,22
121,72
121,47
121,46
121,123
121,149
121,60
121,53
122,113
122,94
122,108
122,95
122,56
122,13
122,133
122,103
122,148
122,91
123,127
123,66
123,46
123,7
123,47
123,72
123,53
123,117
123,159
123,34
124,133
124,89
124,104
124,132
124,70
124,5
124,108
124,162
124,122
124,9
125,162
125,118
125,134
125,67
125,36
125,107
125,35
125,43
125,45
125,78
126,79
126,77
126,16
126,48
126,157
126,139
126,111
126,112
126,87
126,133
127,123
127,66
127,46
127,7
127,53
127,72
127,47
127,117
127,159
127,48
128,14
128,83
128,59
128,105
128,139
128,88
128,152
128,38
128,111
128,161
129,6
129,98
129,70
129,19
129,95
129,64
129,140
129,102
129,31
129,36
130,36
130,43
130,141
130,85
130,95
130,48
130,62
130,51
130,78
130,93
131,52
131,61
131,38
131,26
131,88
131,148
131,95
131,59
131,14
131,103
132,104
132,141
132,78
132,153
132,134
132,51
132,48
132,89
132,85
132,36
133,124
133,89
133,108
133,132
133,130
133,70
133,5
133,36
133,104
133,122
134,78
134,141
134,153
134,132
134,51
134,119
134,36
134,85
134,48
134,162
135,54
135,87
135,137
135,77
135,92
135,30
135,112
135,126
135,16
135,150
136,146
136,111
136,91
136,24
136,37
136,108
136,15
136,26
136,88
136,117
137,30
137,77
137,68
137,4
137,75
137,16
137,135
137,39
137,48
137,115
138,96
138,98
138,35
138,36
138,43
138,129
138,93
138,100
138,19
138,31
139,111
139,128
139,77
139,151
139,15
139,29
139,126
139,140
139,26
139,24
140,114
140,98
140,70
140,64
140,31
140,129
140,36
140,43
140,62
140,139
141,51
141,153
141,85
141,119
141,78
141,48
141,36
141,93
141,43
141,130
142,41
142,81
142,9
142,19
142,95
142,89
142,62
142,21
142,130
142,43
143,82
143,149
143,20
143,99
143,39
143,40
143,33
143,25
143,23
143,22
144,6
144,147
144,157
144,57
144,40
144,7
144,19
144,25
144,149
144,8
145,151
145,55
145,163
145,29
145,103
145,26
145,41
145,94
145,61
145,95
146,136
146,15
146,24
146,111
146,91
146,94
146,37
146,122
146,76
146,26
147,25
147,40
147,144
147,6
147,149
147,157
147,34
147,115
147,53
147,99
148,56
148,122
148,131
148,103
148,13
148,108
148,94
148,113
148,37
148,52
149,99
149,40
149,25
149,147
149,143
149,117
149,22
149,57
149,20
149,34
150,43
150,36
150,48
150,141
150,130
150,32
150,78
150,153
150,110
150,51
151,29
151,145
151,94
151,113
151,55
151,61
151,0
151,95
151,3
151,139
152,61
152,14
152,128
152,88
152,59
152,95
152,52
152,105
152,130
152,131
153,51
153,78
153,141
153,85
153,36
153,119
153,48
153,132
153,134
153,107
154,88
154,38
154,26
154,128
154,59
154,93
154,14
154,109
154,152
154,139
155,14
155,28
155,128
155,117
155,59
155,119
155,85
155,106
155,152
155,15
156,105
156,134
156,78
156,153
156,51
156,83
156,141
156,119
156,150
156,110
157,6
157,144
157,147
157,7
157,40
157,25
157,100
157,115
157,53
157,98
158,80
158,39
158,10
158,23
158,22
158,159
158,82
158,69
158,149
158,33
159,80
159,33
159,23
159,53
159,72
159,127
159,123
159,46
159,39
159,66
160,72
160,32
160,115
160,48
160,53
160,62
160,66
160,77
160,93
160,80
161,100
161,116
161,107
161,45
161,35
161,24
161,83
161,67
161,153
161,78
162,153
162,78
162,51
162,141
162,134
162,36
162,119
162,100
162,107
162,85
163,145
163,94
163,29
163,55
163,58
163,95
163,151
163,103
163,113
163,61
164,195
164,194
164,169
164,201
164,181
164,187
164,189
164,172
164,174
164,185
165,183
165,175
165,188
165,167
165,171
165,191
165,179
165,199
165,192
165,203
166,200
166,196
166,202
166,171
166,182
166,184
166,6
166,60
166,69
166,57
167,175
167,171
167,191
167,165
167,188
167,183
167,179
167,192
167,203
167,196
168,197
168,176
168,62
168,86
168,110
168,12
168,74
168,31
168,155
168,64
169,201
169,195
169,187
169,181
169,193
169,172
169,185
169,174
169,194
169,56
170,178
170,186
170,173
170,168
170,197
170,110
170,153
170,51
170,162
170,86
171,175
171,167
171,191
171,165
171,183
171,202
171,196
171,179
171,188
171,184
172,73
172,44
172,109
172,63
172,104
172,131
172,52
172,84
172,26
172,118
173,186
173,170
173,178
173,101
173,154
173,88
173,59
173,156
173,83
173,128
174,84
174,136
174,24
174,114
174,56
174,91
174,37
174,148
174,76
174,73
175,171
175,167
175,191
175,165
175,183
175,188
175,179
175,192
175,203
175,184
176,177
176,197
176,168
176,186
176,192
176,12
176,155
176,135
176,64
176,86
177,176
177,192
177,197
177,168
177,106
177,155
177,12
177,90
177,71
177,86
178,170
178,186
178,168
178,110
178,153
178,162
178,78
178,51
178,156
178,116
179,188
179,175
179,171
179,183
179,191
179,165
179,167
179,192
179,184
179,199
180,190
180,172
180,189
180,174
180,194
180,193
180,73
180,44
180,84
180,50
181,201
181,195
181,169
181,194
181,187
181,172
181,190
181,185
181,173
181,189
182,41
182,96
182,71
182,118
182,102
182,19
182,109
182,138
182,145
182,116
183,165
183,191
183,175
183,188
183,171
183,179
183,167
183,199
183,192
183,202
184,192
184,182
184,12
184,65
184,64
184,4
184,49
184,87
184,11
184,31
185,187
185,193
185,169
185,189
185,201
185,195
185,181
185,190
185,174
185,180
186,170
186,178
186,173
186,86
186,110
186,105
186,162
186,106
186,116
186,83
187,169
187,201
187,185
187,195
187,181
187,172
187,193
187,190
187,189
187,173
188,179
188,165
188,175
188,183
188,191
188,167
188,171
188,199
188,203
188,192
189,174
189,193
189,190
189,201
189,180
189,169
189,187
189,172
189,195
189,114
190,180
190,172
190,174
190,73
190,44
190,84
190,50
190,63
190,26
190,109
191,175
191,183
191,171
191,167
191,165
191,188
191,192
191,179
191,184
191,199
192,184
192,177
192,191
192,171
192,175
192,12
192,90
192,54
192,71
192,64
193,174
193,189
193,185
193,169
193,173
193,197
193,190
193,187
193,76
193,18
194,172
194,201
194,195
194,181
194,182
194,169
194,190
194,164
194,73
194,44
195,169
195,201
195,164
195,181
195,194
195,187
195,189
195,172
195,174
195,185
196,202
196,200
196,166
196,171
196,10
196,69
196,60
196,121
196,57
196,147
197,168
197,62
197,155
197,27
197,86
197,110
197,12
197,18
197,21
197,31
198,71
198,101
198,152
198,118
198,32
198,110
198,109
198,105
198,154
198,96
199,183
199,188
199,165
199,191
199,175
199,179
199,192
199,167
199,204
199,177
200,196
200,166
200,202
200,171
200,182
200,57
200,6
200,60
200,69
200,147
201,181
201,169
201,195
201,187
201,194
201,172
201,189
201,173
201,190
201,193
202,196
202,200
202,171
202,10
202,69
202,33
202,60
202,23
202,82
202,121
203,188
203,167
203,175
203,165
203,184
203,192
203,191
203,171
203,179
203,183
204,192
204,177
204,191
204,199
204,198
204,176
204,175
204,183
204,179
204,165
